Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Capital or Revenue,Supplier ID,Supplier Name
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,04/08/2015,1019178_1,6400.00,Revenue,20018276,DESIGN COUNCIL                                    
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,15/09/2015,1019307_1,6400.00,Revenue,20018276,DESIGN COUNCIL                                    
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,15/09/2015,1019308_1,6400.00,Revenue,20018276,DESIGN COUNCIL                                    
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101   ,07/07/2015,60040707_1,608.00,Revenue,20018296,ASCOT DOORS LTD                                   
Oxford City Council,Direct Services,Materials,D3021,11/08/2015,1018953_1,653.02,Revenue,20018307,BARRETTINE ENVIRONMENTAL HEALTH (J.V. BARRETT CO) 
Oxford City Council,Planning & Regulatory,Staff Advertising,A0702,14/07/2015,1018314_1,1325.00,Revenue,20018315,HAYMARKET ADVERTISEMENT                           
Oxford City Council,Assistant Chief Executive,Staff Advertising,A0702,29/09/2015,1021309_1,1100.00,Revenue,20018315,HAYMARKET ADVERTISEMENT                           
Oxford City Council,Community Services,General Contracted Services,D3401,18/08/2015,1019863_1,980.00,Revenue,20018320,ABINGDON SCHOOL                                   
Oxford City Council,Community Services,Grants,D3701,21/07/2015,46286495_1,2000.00,Revenue,20018353,THE CHILDREN'S SOCIETY                            
Oxford City Council,Direct Services,Repairs & Improvements,B1109,14/07/2015,47980678_0,1685.00,Revenue,20018374,EPOXY PRODUCTS LTD                                
Oxford City Council,Financial Services,Software Maintenance/Running Costs,D3513,02/09/2015,1019347_1,10765.00,Revenue,20018384,TRUSTED TERMINAL LTD (TRADING AS TRUST ID)        
Oxford City Council,Financial Services,Consultants Fees,D3411,18/08/2015,1019558_1,1050.00,Revenue,20018406,DELLOITTE LLP                                     
Oxford City Council,Community Services,General Contracted Services,D3401,18/08/2015,1019865_1,900.00,Revenue,20018409,REGENOLOGY LTD                                    
Oxford City Council,Community Services,Security Services,D3418,07/07/2015,1017503_1,560.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD                         
Oxford City Council,Community Services,Security Services,D3418,14/07/2015,1017743_1,560.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD                         
Oxford City Council,Community Services,Security Services,D3418,28/07/2015,1018480_1,588.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD                         
Oxford City Council,Community Services,Security Services,D3418,21/07/2015,1018489_1,560.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD                         
Oxford City Council,Community Services,Security Services,D3418,18/08/2015,1019372_1,651.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD                         
Oxford City Council,Community Services,Security Services,D3418,25/08/2015,1019496_1,616.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD                         
Oxford City Council,Community Services,General Contracted Services,D3401,08/09/2015,1019893_1,560.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD                         
Oxford City Council,Community Services,Security Services,D3418,29/09/2015,1020571_1,665.00,Revenue,20018420,SHOWSEC INTERNATIONAL LTD                         
Oxford City Council,Community Services,General Contracted Services,D3401,14/07/2015,1018031_1,3328.00,Revenue,20018431,SAFE SECURITY & EVENTS LTD                        
Oxford City Council,Community Services,General Contracted Services,D3401,18/08/2015,1019513_1,3328.00,Revenue,20018431,SAFE SECURITY & EVENTS LTD                        
Oxford City Council,Community Services,General Contracted Services,D3401,02/09/2015,1020310_1,3328.00,Revenue,20018431,SAFE SECURITY & EVENTS LTD                        
Oxford City Council,Housing and Property,Consultants Fees,D3411,25/08/2015,1020129_1,5312.50,Revenue,20018435,WATERMAN STRUCTURES LTD                           
Oxford City Council,Direct Services,Vending Machine Provisions,D3102,18/08/2015,60042566_0,266.88,Revenue,20018437,LTT VENDING LTD                                   
Oxford City Council,Direct Services,Vending Machine Provisions,D3102,18/08/2015,60042566_1,940.71,Revenue,20018437,LTT VENDING LTD                                   
Oxford City Council,Business Improvement,Consultants Fees,D3411,22/09/2015,1019408_1,8296.00,Revenue,20018458,MANDO GROUP LTD                                   
Oxford City Council,Housing and Property,Counsel & External Legal Fees,D3417,28/07/2015,1018924_1,4050.00,Revenue,20018460,VEALE WASBROUGH VIZARD                            
Oxford City Council,Housing and Property,Counsel & External Legal Fees,D3417,18/08/2015,1019713_1,3818.30,Revenue,20018460,VEALE WASBROUGH VIZARD                            
Oxford City Council,Community Services,General Contracted Services,D3401,18/08/2015,1019847_1,2000.00,Revenue,20018478,MYCALIBRATIONS.COM.LTD                            
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,15/09/2015,1020142_1,2138.00,Capital,20018483,VIRGIN MEDIA LTD                                  
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,21/07/2015,1018142_1,3000.00,Capital,20018494,DU PRE PLC                                        
Oxford City Council,Community Services,Awards / Prizes,D3705,08/09/2015,1019849_1,1000.00,Revenue,20018503,THE GIFT VOUCHER SHOP                             
Oxford City Council,Direct Services,Reactive Maintenance & Minor Repairs,B1101,29/09/2015,1020557_1,920.00,Revenue,20018508,CAMPBELL INSTALLATIONS LTD                        
Oxford City Council,HRA,Subscriptions,D3703,28/07/2015,46286616_1,8131.98,Revenue,20018510,HOUSING OMBUDSMAN SERVICE                         
Oxford City Council,HRA,Energy Conservation,B1165,08/09/2015,1019479_1,1205.00,Revenue,20018537,AGILITY SURVEY LTD                                
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,11/08/2015,1017348_1,1073.48,Revenue,20018546,JAAMA LTD                                         
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,11/08/2015,1019107_1,1370.00,Revenue,20018546,JAAMA LTD                                         
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,08/09/2015,1020386_1,17213.43,Revenue,20018546,JAAMA LTD                                         
Oxford City Council,Direct Services,Subscriptions,D3703,11/08/2015,1019267_1,1565.00,Revenue,20018585,CONSTRUCTIONLINE                                  
Oxford City Council,Environmental Sustainability,General Contracted Services,D3401,25/08/2015,1019249_1,3989.04,Revenue,20018592,MATTS MONITORS LTD                                
Oxford City Council,Community Services,General Contracted Services,D3401,08/09/2015,1020370_1,2104.20,Revenue,20018611,SOUTH WEST PAT TEST LTD                           
Oxford City Council,Community Services,General Contracted Services,D3401,08/09/2015,1020370_2,1470.00,Revenue,20018611,SOUTH WEST PAT TEST LTD                           
Oxford City Council,Suspense,Car Salary Sacrifice,A0966,28/07/2015,46286485_1,5471.59,Revenue,20018618,TUSKERDIRECT LTD                                  
Oxford City Council,Suspense,Car Salary Sacrifice,A0966,28/07/2015,46286485_2,358.61,Revenue,20018618,TUSKERDIRECT LTD                                  
Oxford City Council,Suspense,Car Salary Sacrifice,A0966,25/08/2015,46286798_1,6151.37,Revenue,20018618,TUSKERDIRECT LTD                                  
Oxford City Council,Suspense,Car Salary Sacrifice,A0966,25/08/2015,46286798_2,395.19,Revenue,20018618,TUSKERDIRECT LTD                                  
Oxford City Council,Suspense,Car Salary Sacrifice,A0966,29/09/2015,46287204_1,6151.37,Revenue,20018618,TUSKERDIRECT LTD                                  
Oxford City Council,Suspense,Car Salary Sacrifice,A0966,29/09/2015,46287204_2,395.19,Revenue,20018618,TUSKERDIRECT LTD                                  
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043172_0,531.25,Revenue,20018627,DRAIN GAIN LTD                                    
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,15/09/2015,60043891_0,1013.00,Revenue,20018627,DRAIN GAIN LTD                                    
Oxford City Council,Direct Services,Subscriptions,D3703,15/09/2015,46287030_1,675.00,Revenue,20018630,EXOR (SERVICES) LTD                               
Oxford City Council,General Fund,VAT Pro Forma Invoices,Z110205,15/09/2015,46287030_2,135.00,Revenue,20018630,EXOR (SERVICES) LTD                               
Oxford City Council,Community Services,General Contracted Services,D3401,29/09/2015,1020606_1,13004.26,Revenue,20018633,PIGGOTTS COMPANY LTD                              
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043183_1,765.00,Revenue,20018645,CLEAN ENERGY INSTALLATIONS T/A HEATINGBOX INSTALLATIONS LTD
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043184_0,765.00,Revenue,20018645,CLEAN ENERGY INSTALLATIONS T/A HEATINGBOX INSTALLATIONS LTD
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043185_1,765.00,Revenue,20018645,CLEAN ENERGY INSTALLATIONS T/A HEATINGBOX INSTALLATIONS LTD
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043186_0,765.00,Revenue,20018645,CLEAN ENERGY INSTALLATIONS T/A HEATINGBOX INSTALLATIONS LTD
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043187_1,765.00,Revenue,20018645,CLEAN ENERGY INSTALLATIONS T/A HEATINGBOX INSTALLATIONS LTD
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043188_0,765.00,Revenue,20018645,CLEAN ENERGY INSTALLATIONS T/A HEATINGBOX INSTALLATIONS LTD
Oxford City Council,Holding Accounts & Other Funds,C.I.T.Awaiting Payment,Z970590,25/08/2015,60043189_1,765.00,Revenue,20018645,CLEAN ENERGY INSTALLATIONS T/A HEATINGBOX INSTALLATIONS LTD
Oxford City Council,Direct Services,Refuse Containers,D3004,18/08/2015,60042308_0,3666.00,Revenue,20018659,BIO BAG LTD                                       
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,21/07/2015,1018229_1,2021.66,Capital,20018679,TALK TALK COMMUNICATIONS LTD                      
Oxford City Council,HRA,Main Contractor,Y021,11/08/2015,1018027_1,2040.00,Capital,20018693,SWINDON ASBESTOS SURVEYING LTD                    
Oxford City Council,HRA,Main Contractor,Y021,28/07/2015,1018378_1,720.00,Capital,20018693,SWINDON ASBESTOS SURVEYING LTD                    
Oxford City Council,HRA,Main Contractor,Y021,15/09/2015,1020381_1,630.00,Capital,20018693,SWINDON ASBESTOS SURVEYING LTD                    
Oxford City Council,HRA,Main Contractor,Y021,15/09/2015,1020382_1,810.00,Capital,20018693,SWINDON ASBESTOS SURVEYING LTD                    
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,11/08/2015,48021273_1,500.00,Capital,20018695,ACADEMIC SOLUTIONS LIMITED                        
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,28/07/2015,1018870_1,3112.28,Revenue,20018696,GLOBAL SMILE                                      
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,11/08/2015,1019296_1,1455.24,Revenue,20018696,GLOBAL SMILE                                      
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,08/09/2015,1020511_1,2075.24,Revenue,20018696,GLOBAL SMILE                                      
Oxford City Council,Financial Services,Contract Printing (External),D3303,28/07/2015,1018714_1,1092.71,Revenue,20018699,KAIZEN CONSULTANTS                                
Oxford City Council,Community Services,Consultants Fees,D3411,08/09/2015,1020466_1,1632.70,Revenue,20018703,ZEST CONSULTANCY                                  
Oxford City Council,Community Services,Consultants Fees,D3411,08/09/2015,1020467_1,1784.45,Revenue,20018703,ZEST CONSULTANCY                                  
Oxford City Council,Community Services,Consultants Fees,D3411,08/09/2015,1020468_1,1795.92,Revenue,20018703,ZEST CONSULTANCY                                  
Oxford City Council,Business Improvement,Staff Advertising,A0702,08/09/2015,1020420_1,8500.00,Revenue,20018707,WEB RECRUIT LIMITED                               
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,21/07/2015,1018422_1,3000.00,Capital,20018718,EXPONENTIAL-E LTD                                 
Oxford City Council,Regeneration and Major Projects Team,Consultants Fees - Site Survey,Y169,22/09/2015,48021293_1,5250.00,Capital,20018723,ALLCOTT ASSOCIATES LLP                            
Oxford City Council,Community Services,General Contracted Services,D3401,25/08/2015,1019503_1,4990.00,Revenue,20018729,VIPA UK LTD                                       
Oxford City Council,Community Services,General Contracted Services,D3401,02/09/2015,1020227_1,509.00,Revenue,20018729,VIPA UK LTD                                       
Oxford City Council,Organisational Development,Career Investment,A0632,07/07/2015,1017727_1,3960.00,Revenue,20018733,REALWORLD CONSULTING LTD                          
Oxford City Council,Organisational Development,Career Investment,A0632,28/07/2015,1018479_1,6170.50,Revenue,20018733,REALWORLD CONSULTING LTD                          
Oxford City Council,Organisational Development,Career Investment,A0632,25/08/2015,1019313_1,1320.00,Revenue,20018733,REALWORLD CONSULTING LTD                          
Oxford City Council,Community Services,Short Courses,A0622,07/07/2015,1017352_1,2727.00,Revenue,20018734,ROBERT MALCOLMSON                                 
Oxford City Council,Direct Services,Instructors & Coaching Fees,D3413,07/07/2015,1017496_1,3068.00,Revenue,20018734,ROBERT MALCOLMSON                                 
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,25/08/2015,1019724_1,3000.00,Capital,20018737,I C S 1989 LIMITED                                
Oxford City Council,Community Services,General Contracted Services,D3401,04/08/2015,1018711_1,1100.00,Revenue,20018739,R H ENVIRONMENTAL LTD                             
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,02/09/2015,1020278_1,3000.00,Capital,20018740,STL COMMUNIATIONS LTD                             
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980941_1,13933.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980941_2,2495.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980941_3,325.50,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980941_4,200.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980941_5,100.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980941_6,280.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980942_0,13933.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980942_1,2495.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980942_2,325.50,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980942_3,200.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980942_4,100.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Direct Services,Main Contractor,Y021    ,11/08/2015,47980942_5,280.00,Capital,20018742,VESTATEC AUTOMOTIVE DISTRIBUTION LTD              
Oxford City Council,Community Services,Furniture & Equipment Purchase,D3001,29/09/2015,1021257_1,700.00,Revenue,20018743,OXFORD SOUND & MEDIA                              
Oxford City Council,Community Services,Furniture & Equipment Purchase,D3001,29/09/2015,1021257_2,506.00,Revenue,20018743,OXFORD SOUND & MEDIA                              
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,07/07/2015,48021255_1,7133.55,Capital,20018743,OXFORD SOUND & MEDIA                              
Oxford City Council,Community Services,Contract Cleaning,B1602,22/09/2015,1021015_1,1620.00,Revenue,20018746,FLOOR RESTORE OXFORD LTD                          
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,11/08/2015,1019261_1,2021.66,Capital,20018747,KCOM GROUP PLC                                    
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,22/09/2015,1020366_1,978.34,Capital,20018747,KCOM GROUP PLC                                    
Oxford City Council,Community Services,Reactive Maintenance & Minor Repairs,B1101,22/09/2015,1020474_1,525.00,Revenue,20018752,ACTION ON HEARING LOSS                            
Oxford City Council,Community Services,General Contracted Services,D3401,22/09/2015,1019821_1,1200.00,Revenue,20018757,PAUL LYALLS                                       
Oxford City Council,Housing and Property,Consultants Fees,D3411,21/07/2015,1018672_1,500.00,Revenue,20018773,CONSULT QRD                                       
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,07/07/2015,1018230_1,2021.66,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,21/07/2015,1018609_1,3000.00,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,21/07/2015,1018614_1,3000.00,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,28/07/2015,1018976_1,3000.00,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,18/08/2015,1019768_1,1416.66,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,02/09/2015,1020277_1,1566.66,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,02/09/2015,1020279_1,3000.00,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,22/09/2015,1020349_1,2876.66,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,22/09/2015,1020748_1,1001.67,Capital,20018775,GIGACLEAR PLC                                     
Oxford City Council,Direct Services,Plants,D3025,07/07/2015,1017999_1,3400.00,Revenue,20018778,WINDOWFLOWERS LTD                                 
Oxford City Council,Direct Services,Plants,D3025,14/07/2015,1018058_1,2914.53,Revenue,20018778,WINDOWFLOWERS LTD                                 
Oxford City Council,Direct Services,Plants,D3025,28/07/2015,1018635_1,3152.23,Revenue,20018778,WINDOWFLOWERS LTD                                 
Oxford City Council,Direct Services,Plants,D3025,11/08/2015,1019299_1,4250.00,Revenue,20018778,WINDOWFLOWERS LTD                                 
Oxford City Council,Direct Services,Plants,D3025,11/08/2015,1019300_1,2914.53,Revenue,20018778,WINDOWFLOWERS LTD                                 
Oxford City Council,Direct Services,Plants,D3025,25/08/2015,1019418_1,2914.53,Revenue,20018778,WINDOWFLOWERS LTD                                 
Oxford City Council,Direct Services,Plants,D3025,25/08/2015,1019419_1,3400.00,Revenue,20018778,WINDOWFLOWERS LTD                                 
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,11/08/2015,1019351_1,2000.00,Capital,20018790,J HILL & CO (ENGINEERS  MELTON MOWBRAY) LTD       
Oxford City Council,Community Services,General Contracted Services,D3401,07/07/2015,1018252_1,1590.00,Revenue,20018792,ADVIZA PARTNERSHIP                                
Oxford City Council,HRA,Furniture Removals,D3425,07/07/2015,1017724_1,540.00,Revenue,20018795,BELLVIEW TRANSPORT                                
Oxford City Council,Community Services,Consultants Fees,D3411,11/08/2015,1019088_1,1150.00,Revenue,20018796,MATERIALS SCIENCE CONSULTANTS LTD                 
Oxford City Council,Direct Services,Main Contractor,Y021,25/08/2015,46286985_1,16051.00,Capital,20018802,ACCLAIM HANDLING                                  
Oxford City Council,Assistant Chief Executive,Other Contributions,Y995,21/07/2015,1018615_1,790.00,Capital,20018803,FOCUS GROUP                                       
Oxford City Council,Direct Services,Materials,D3021,04/08/2015,46286664_1,689.96,Revenue,20018811,THE FENCING CENTRE                                
Oxford City Council,Direct Services,Materials,D3021,18/08/2015,60042318_0,528.20,Revenue,20018811,THE FENCING CENTRE                                
Oxford City Council,Direct Services,Materials,D3021,18/08/2015,60042320_0,548.89,Revenue,20018811,THE FENCING CENTRE                                
Oxford City Council,Direct Services,Materials,D3021   ,02/09/2015,60043210_1,1106.00,Revenue,20018811,THE FENCING CENTRE                                
Oxford City Council,Direct Services,Materials,D3021   ,02/09/2015,60043211_0,643.26,Revenue,20018811,THE FENCING CENTRE                                
Oxford City Council,Direct Services,Materials,D3021,29/09/2015,60044243_0,619.93,Revenue,20018811,THE FENCING CENTRE                                
Oxford City Council,HRA,Main Contractor,Y021,25/08/2015,1018918_1,900.00,Capital,20018820,MJA CONSULTING                                    
Oxford City Council,Housing and Property,Salaries Basic,A0101,07/07/2015,1017854_1,808.50,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,14/07/2015,1018088_1,808.50,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,21/07/2015,1018309_1,808.50,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,04/08/2015,1019100_1,4434.51,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,04/08/2015,1019203_1,3734.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,1019336_1,2168.25,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,08/09/2015,1019988_1,1143.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,08/09/2015,1020029_1,1130.34,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/09/2015,1020619_1,1543.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/09/2015,1020620_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,29/09/2015,1020762_1,923.15,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/09/2015,1020822_1,984.49,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/09/2015,1020823_1,999.07,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/09/2015,1020824_1,1115.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/09/2015,1020825_1,1101.17,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,22/09/2015,1020826_1,923.15,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,15/09/2015,1020827_1,1050.12,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,HRA,Temporary Bureau Staffing,A0108,22/09/2015,1020828_1,923.15,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020940_1,3098.25,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020982_1,3381.25,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020983_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020984_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020985_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020986_1,916.67,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020988_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020989_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,22/09/2015,1020990_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,29/09/2015,1020991_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,29/09/2015,1020992_1,925.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286884_1,1143.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286886_1,875.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286887_1,1125.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286888_1,787.50,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286889_1,1018.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286890_1,1370.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286891_1,2100.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286892_1,4287.51,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286893_1,5426.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286894_1,1089.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286895_1,4044.75,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286896_1,4575.00,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286897_1,2045.25,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Financial Services,Temporary Bureau Staffing,A0108,18/08/2015,46286907_1,787.50,Revenue,20018821,EDEN BROWN LTD                                    
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,07/07/2015,1017806_1,1332.20,Revenue,20018827,THE OYSTER PARTNERSHIP LTD                        
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,14/07/2015,1018126_1,937.14,Revenue,20018827,THE OYSTER PARTNERSHIP LTD                        
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,14/07/2015,1018127_1,770.00,Revenue,20018827,THE OYSTER PARTNERSHIP LTD                        
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,14/07/2015,1018131_1,778.75,Revenue,20018827,THE OYSTER PARTNERSHIP LTD                        
Oxford City Council,Planning & Regulatory,Temporary Bureau Staffing,A0108,21/07/2015,1018311_1,1065.76,Revenue,20018827,THE OYSTER PARTNERSHIP LTD                        
