Service Area,Expenditure Catergory,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
Direct Services,Materials,D3021,21/02/2017,60069102 - 1,806.52,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069106 - 1,880.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069107 - 0,880.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069108 - 1,880.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069109 - 0,880.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069110 - 1,880.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069111 - 0,530.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069112 - 1,530.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069113 - 0,480.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069114 - 1,480.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069115 - 0,580.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069116 - 1,770.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069117 - 0,870.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069118 - 1,870.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069119 - 0,870.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069120 - 1,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069121 - 0,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069122 - 1,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069123 - 0,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069124 - 1,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069125 - 0,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069126 - 1,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069127 - 0,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069128 - 1,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Sub Contractors,B1111,21/02/2017,60069129 - 0,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Direct Services Supplies & Services,D3311,21/02/2017,60069130 - 1,3350.00,Revenue,20019334,GLEVUM HEATING & PLUMBING LTD
Direct Services,Materials,D3021,28/02/2017,60069131 - 0,550.88,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Direct Services,Materials,D3021,28/02/2017,60069132 - 1,1572.51,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Direct Services,Materials,D3021,28/02/2017,60069133 - 0,673.48,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069137 - 0,1128.10,Revenue,20002183,EYRE & ELLISTON LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069141 - 0,509.51,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,28/02/2017,60069156 - 0,7509.62,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,28/02/2017,60069157 - 1,459.60,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069158 - 0,542.15,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069161 - 1,524.30,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069164 - 0,535.64,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069167 - 0,648.35,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069168 - 1,874.66,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069169 - 0,1225.84,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069171 - 0,3501.11,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069172 - 1,559.41,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069173 - 0,528.05,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069180 - 1,481.05,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069181 - 1,626.43,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069182 - 0,947.36,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069183 - 1,479.67,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069189 - 1,521.82,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069190 - 0,779.06,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069191 - 0,854.19,Revenue,20006089,ICI CONTRACT DIRECT
Direct Services,Materials,D3021,28/02/2017,60069192 - 1,501.82,Revenue,20006089,ICI CONTRACT DIRECT
Direct Services,Reactive Maintenance & Minor Repairs,B1101,28/02/2017,60069203 - 0,679.80,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,28/02/2017,60069207 - 1,957.53,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,28/02/2017,60069213 - 0,1027.75,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069214 - 1,495.28,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Furniture & Equipment Maintenance & Repairs,D3002,28/02/2017,60069216 - 1,538.78,Revenue,20005058,RADIODETECTION LTD
Direct Services,Furniture & Equipment Maintenance & Repairs,D3002,28/02/2017,60069217 - 0,533.80,Revenue,20005058,RADIODETECTION LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069223 - 0,562.00,Revenue,20015370,TIMBERYTE
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069226 - 0,552.00,Revenue,20015370,TIMBERYTE
Direct Services,Materials,D3021,28/02/2017,60069227 - 1,626.48,Revenue,20015370,TIMBERYTE
Direct Services,Tools,D3023,28/02/2017,60069233 - 0,653.09,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
Direct Services,Tools,D3023,28/02/2017,60069234 - 1,509.00,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
Direct Services,Materials,D3021,28/02/2017,60069239 - 0,2146.56,Revenue,20002005,HANSON AGGREGATES
Direct Services,Materials,D3021,28/02/2017,60069243 - 0,1909.14,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Materials,D3021,28/02/2017,60069244 - 1,2073.12,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,28/02/2017,60069245 - 1,450.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,General Contracted Services,D3401,28/02/2017,60069246 - 0,6282.60,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,28/02/2017,60069247 - 1,4000.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,General Contracted Services,D3401,28/02/2017,60069248 - 0,7000.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,28/02/2017,60069249 - 1,3963.06,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,28/02/2017,60069250 - 0,3584.90,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Engineering Services Supplies and Services,D3319,28/02/2017,60069251 - 1,1749.60,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,28/02/2017,60069252 - 0,806.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,28/02/2017,60069253 - 1,1612.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,28/02/2017,60069254 - 0,806.00,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Temporary Bureau Staffing,A0108,28/02/2017,60069255 - 1,1934.40,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Contract Plant Hire,C2402,28/02/2017,60069264 - 1,5747.81,Revenue,20002955,PORTAKABIN LIMITED
Direct Services,CAT A Waste,D3619,28/02/2017,60069266 - 1,498.63,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Materials,D3021,28/02/2017,60069267 - 0,1741.27,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Materials,D3021,28/02/2017,60069268 - 1,3705.08,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Materials,D3021,28/02/2017,60069273 - 1,797.16,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,General Contracted Services,D3401,28/02/2017,60069274 - 0,450.00,Revenue,20007927,L C HUGHES PARTNERSHIP
Direct Services,Materials,D3021,28/02/2017,60069275 - 1,737.90,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Materials,D3021,28/02/2017,60069276 - 0,488.28,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,28/02/2017,60069282 - 1,1301.93,Revenue,20003233,AKW MEDICARE LIMITED
Direct Services,Materials,D3021,28/02/2017,60069284 - 1,4096.34,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,28/02/2017,60069285 - 0,1815.45,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,28/02/2017,60069295 - 0,2147.45,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,28/02/2017,60069296 - 1,426.96,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,28/02/2017,60069298 - 1,427.10,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069301 - 0,580.51,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069302 - 1,557.91,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,28/02/2017,60069311 - 1,3692.88,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,28/02/2017,60069314 - 0,1278.69,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Materials,D3021,28/02/2017,60069316 - 1,692.46,Revenue,20002299,C BREWER & SONS LTD
Direct Services,Materials,D3021,28/02/2017,60069329 - 0,1098.00,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,28/02/2017,60069332 - 0,1504.04,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Materials,D3021,28/02/2017,60069333 - 1,684.58,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Tipping Charges,D3421,28/02/2017,60069334 - 0,4363.33,Revenue,20012568,OXFORD RENEWABLE ENERGY LTD T/S AGRIVERT
Direct Services,General Contracted Services,D3401,28/02/2017,60069335 - 1,950.00,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,Contract Plant Hire,C2402,28/02/2017,60069336 - 0,62918.90,Revenue,20019480,DAVID EINIG CONTRACTING LTD
Direct Services,Subscriptions,D3703,28/02/2017,60069339 - 1,855.00,Revenue,20010404,LOO OF THE YEAR AWARDS
Direct Services,Materials,D3021,28/02/2017,60069340 - 0,7795.00,Revenue,20011554,MEON LTD
Direct Services,Materials,D3021,28/02/2017,60069341 - 2,5848.84,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Materials,D3021,28/02/2017,60069342 - 0,15740.40,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Direct Services,Y237,28/02/2017,60069343 - 1,2866.67,Capital,20002930,OXFORDSHIRE COUNTY COUNCIL
Direct Services,Tipping Charges,D3421,28/02/2017,60069344 - 0,89077.19,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Direct Services,Furniture & Equipment Purchase,D3001,28/02/2017,60069348 - 1,5990.00,Revenue,20002347,REXEL UK LIMITED
Direct Services,Waste Disposal & Skip Hire,D3420,28/02/2017,60069352 - 1,588.12,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,CAT A Waste,D3619,28/02/2017,60069353 - 0,2070.05,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Protective Clothing,D3201,28/02/2017,60069355 - 1,728.00,Revenue,20008229,SITESAFE UK LTD
Direct Services,Health & Safety,B1309,28/02/2017,60069356 - 0,705.52,Revenue,20008229,SITESAFE UK LTD
Direct Services,Materials,D3021,28/02/2017,60069358 - 0,1446.12,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,28/02/2017,60069359 - 1,4305.60,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,28/02/2017,60069361 - 1,1271.40,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,28/02/2017,60069362 - 0,1106.70,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069371 - 1,1180.00,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,28/02/2017,60069374 - 0,722.19,Revenue,20006089,ICI CONTRACT DIRECT
Direct Services,Materials,D3021,28/02/2017,60069380 - 0,2216.19,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069390 - 0,4488.00,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069392 - 0,3315.18,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069394 - 0,644.00,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069395 - 1,1379.01,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,28/02/2017,60069396 - 0,471.90,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Materials,D3021,28/02/2017,60069399 - 1,552.00,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Materials,D3021,28/02/2017,60069401 - 1,699.30,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Materials,D3021,28/02/2017,60069402 - 0,1104.00,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Waste Disposal & Skip Hire,D3420,28/02/2017,60069403 - 1,460.00,Revenue,20002279,M & M SKIP HIRE LTD
Direct Services,Direct Services Supplies & Services,D3311,28/02/2017,60069404 - 1,1698.78,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069405 - 0,1347.50,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069407 - 0,1347.50,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069409 - 0,960.00,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069411 - 0,525.00,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069415 - 0,750.74,Revenue,20000210,BARKER & EVANS LTD
Direct Services,General Contracted Services,D3401,28/02/2017,60069420 - 1,7495.00,Revenue,20019408,STORMGUARD FLOODPLAN LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069421 - 0,4660.00,Revenue,20012692,FREECHOICE GROUP
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069422 - 1,1560.00,Revenue,20012692,FREECHOICE GROUP
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069425 - 0,3350.00,Revenue,20019334,GLEVUM HEATING & PLUMBING LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069426 - 1,3350.00,Revenue,20019334,GLEVUM HEATING & PLUMBING LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069427 - 0,3350.00,Revenue,20019334,GLEVUM HEATING & PLUMBING LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069448 - 0,940.22,Revenue,20002513,MARCUS COPELIN
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069450 - 0,651.82,Revenue,20002513,MARCUS COPELIN
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069459 - 1,14339.85,Revenue,20019100,PROJECT MANAGEMENT SERVICES OXFORD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069460 - 0,2220.00,Revenue,20009112,PRESERVATION SPECIALIST TREATMENTS
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069462 - 0,16106.84,Revenue,20000249,SSE CONTRACTING LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069463 - 2,1434.92,Revenue,20013974,TOM GHEE CONSTRUCTION
Direct Services,Materials,D3021,28/02/2017,60069466 - 0,1553.10,Revenue,20019236,POWRED HEATING COMPONENTS LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069510 - 0,553.16,Revenue,20008285,"VPS, THE VACANT PROPERTY SPECIALIST"
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069511 - 0,630.00,Revenue,20008285,"VPS, THE VACANT PROPERTY SPECIALIST"
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069512 - 1,2400.00,Revenue,20000258,L A WOOD (OXON) LTD
Direct Services,Direct Services Sub Contractors,B1111,28/02/2017,60069513 - 0,1250.00,Revenue,20000233,JONES & REEVES
Direct Services,Materials,D3021,28/02/2017,60069514 - 1,6985.00,Revenue,20002930,OXFORDSHIRE COUNTY COUNCIL
Direct Services,Materials,D3021,28/02/2017,60069516 - 0,780.00,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,General Contracted Services,D3401,07/03/2017,60069518 - 0,678.68,Revenue,20009350,APSE
Direct Services,Materials,D3021,07/03/2017,60069519 - 1,2791.25,Revenue,20018765,CYCLEHOOP LTD
Direct Services,Materials,D3021,07/03/2017,60069528 - 0,1261.00,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069529 - 1,450.00,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069531 - 1,737.88,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069532 - 0,1285.70,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069533 - 1,483.07,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069536 - 0,775.00,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069541 - 1,655.20,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069549 - 1,964.28,Revenue,20008229,SITESAFE UK LTD
Direct Services,Engineering Services Supplies and Services,D3319,07/03/2017,60069552 - 0,6037.32,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
Direct Services,Materials,D3021,07/03/2017,60069562 - 0,1035.96,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
Direct Services,Materials,D3021,07/03/2017,60069563 - 1,485.46,Revenue,20017252,CHERWELL PACKAGING LTD
Direct Services,Materials,D3021,07/03/2017,60069565 - 1,505.64,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,07/03/2017,60069590 - 1,551.17,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,07/03/2017,60069595 - 0,522.24,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,07/03/2017,60069602 - 0,1355.99,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069612 - 0,804.80,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
Direct Services,Materials,D3021,07/03/2017,60069625 - 1,750.00,Revenue,20015230,MERKKO ENTERPRISES LIMITED
Direct Services,Materials,D3021,07/03/2017,60069626 - 0,789.36,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Materials,D3021,07/03/2017,60069627 - 1,945.36,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069641 - 0,569.82,Revenue,20005595,EXECUTIVE SECURITY LOCKSMITHS LTD
Direct Services,Materials,D3021,07/03/2017,60069646 - 1,461.23,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,07/03/2017,60069654 - 1,680.09,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,07/03/2017,60069656 - 0,1389.38,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,07/03/2017,60069657 - 1,759.21,Revenue,20006342,JEWSON LTD
Direct Services,Materials,D3021,07/03/2017,60069658 - 0,788.75,Revenue,20006342,JEWSON LTD
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069660 - 0,587.49,Revenue,20015037,R & M ELECTRICAL GROUP LTD
Direct Services,Tipping Charges,D3421,07/03/2017,60069666 - 0,592.00,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Tipping Charges,D3421,07/03/2017,60069670 - 0,578.00,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Tipping Charges,D3421,07/03/2017,60069671 - 1,606.00,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,Tipping Charges,D3421,07/03/2017,60069673 - 1,610.00,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
Direct Services,General Contracted Services,D3401,07/03/2017,60069679 - 1,6530.00,Revenue,20011854,OXFORD FABRICATION LTD
Direct Services,Materials,D3021,07/03/2017,60069690 - 0,1563.90,Revenue,20003233,AKW MEDICARE LIMITED
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069697 - 1,479.94,Revenue,20003233,AKW MEDICARE LIMITED
Direct Services,Materials,D3021,07/03/2017,60069710 - 0,738.00,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
Direct Services,Materials,D3021,07/03/2017,60069712 - 0,1132.20,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,07/03/2017,60069714 - 0,957.10,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,07/03/2017,60069716 - 0,514.45,Revenue,20002680,OXFORD SAFETY SUPPLIES
Direct Services,Materials,D3021,07/03/2017,60069721 - 1,4817.34,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,07/03/2017,60069723 - 1,1512.35,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069725 - 1,1059.80,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069726 - 0,580.51,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,07/03/2017,60069727 - 1,1153.53,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069730 - 0,687.51,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069736 - 0,564.13,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,07/03/2017,60069740 - 0,2097.65,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,07/03/2017,60069742 - 0,519.86,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,07/03/2017,60069743 - 1,1167.63,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Direct Services Supplies & Services,D3311,07/03/2017,60069746 - 0,1540.00,Revenue,20002464,WOLSELEY UK LIMITED
Direct Services,Materials,D3021,07/03/2017,60069760 - 0,2166.60,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Materials,D3021,07/03/2017,60069761 - 1,1496.47,Revenue,20002254,GRAFTON MERCHANTING GB LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069764 - 0,1398.75,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069765 - 1,2012.00,Revenue,20000209,AMITY INSULATION SERVICES LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069766 - 1,425.19,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069773 - 0,449.07,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069776 - 1,437.50,Revenue,20000210,BARKER & EVANS LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069783 - 1,3827.25,Revenue,20019158,ELECTRICIANS IN READING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069784 - 0,4250.00,Revenue,20012692,FREECHOICE GROUP
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069785 - 1,5050.00,Revenue,20012692,FREECHOICE GROUP
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069789 - 1,504.00,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069791 - 1,2980.00,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069792 - 0,484.00,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069799 - 0,602.50,Revenue,20014676,KENNINGTON FLOORING LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069802 - 1,82568.81,Revenue,20000267,JOHN SHEEHAN (OXFORD) LTD
Direct Services,Direct Services Sub Contractors,B1111,07/03/2017,60069803 - 0,1250.00,Revenue,20000233,JONES & REEVES
