Client,Service Area,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type of Expenditure,Supplier ID,Supplier Name
OCC,Direct Services,General Contracted Services,D3401,28/11/2017,60082881 - 1,675,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
OCC,Direct Services,General Contracted Services,D3401,28/11/2017,60082882 - 0,1650,Revenue,20011742,CHARLTON ENVIRONMENTAL LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082901 - 1,990,Revenue,20014676,KENNINGTON FLOORING LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082902 - 0,1254,Revenue,20002282,M&J ENGINEERS LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082903 - 1,10000,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082904 - 0,8000,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082905 - 1,2718.67,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082906 - 0,1124,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082907 - 1,1124,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082919 - 1,2287.5,Revenue,20008285,"VPS, THE VACANT PROPERTY SPECIALIST"
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082922 - 0,553.15,Revenue,20008285,"VPS, THE VACANT PROPERTY SPECIALIST"
OCC,Direct Services,Direct Services Sub Contractors,B1111,28/11/2017,60082924 - 0,1060,Revenue,20008285,"VPS, THE VACANT PROPERTY SPECIALIST"
OCC,Direct Services,Direct Services Supplies & Services,D3311,28/11/2017,60082925 - 1,635,Revenue,20013032,VINTEC LABORATORIES LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60082933 - 1,596.85,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60082943 - 1,877.05,Revenue,20014816,CROWN PAINTS
OCC,Direct Services,Materials,D3021,05/12/2017,60082945 - 1,5719.98,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60082958 - 0,990,Revenue,20002282,M&J ENGINEERS LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60082965 - 1,803.85,Revenue,20002680,OXFORD SAFETY SUPPLIES
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60082971 - 1,685.2,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60082974 - 0,862.1,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60082978 - 1,1428.3,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60082982 - 1,4417.8,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60082983 - 0,2313.11,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60082988 - 1,1076.16,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60082989 - 0,589.37,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60082990 - 1,2743.62,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60082991 - 0,2242.55,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60082992 - 1,876.86,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60082993 - 0,861.2,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60082994 - 1,858.79,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Furniture & Equipment Maintenance & Repairs,D3002,05/12/2017,60083010 - 0,538,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,Tipping Charges,D3421,05/12/2017,60083012 - 0,6046.54,Revenue,20012902,W & S RECYCLING SERVICES
OCC,Direct Services,Materials,D3021,05/12/2017,60083016 - 0,5245.34,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083017 - 1,6001.94,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083031 - 1,4481.01,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Tipping Charges,D3421,05/12/2017,60083032 - 0,5964.05,Revenue,20012568,OXFORD RENEWABLE ENERGY LTD T/S AGRIVERT
OCC,Direct Services,Advertising & Publicity,D3802,05/12/2017,60083033 - 1,4153.95,Revenue,20008780,LEYS NEWS LTD
OCC,Direct Services,Refuse Containers,D3004,05/12/2017,60083035 - 1,4010.29,Revenue,20012678,JPK TRADE SUPPLIES LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083041 - 1,2838.86,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,General Contracted Services,D3401,05/12/2017,60083042 - 0,52305,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,General Contracted Services,D3401,05/12/2017,60083043 - 1,39500,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Temporary Bureau Staffing,A0108,05/12/2017,60083044 - 0,16646.61,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083052 - 0,1258.12,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083053 - 1,1259.73,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,Tipping Charges,D3421,05/12/2017,60083056 - 0,78286.38,Revenue,20007990,VIRIDOR WASTE MANAGEMENT
OCC,Direct Services,Materials,D3021,05/12/2017,60083057 - 1,20714,Revenue,20017182,WOOD & WOOD INTERNATIONAL SIGNS LTD
OCC,Direct Services,Engineering Services Supplies and Services,D3319,05/12/2017,60083058 - 0,8136.24,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Advertising & Publicity,D3802,05/12/2017,60083061 - 1,825,Revenue,20019768,STORMNET MEDIA LTD
OCC,Direct Services,Advertising & Publicity,D3802,05/12/2017,60083062 - 0,825,Revenue,20019768,STORMNET MEDIA LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083064 - 0,712.01,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083065 - 1,613.89,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083066 - 0,466,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083077 - 0,619.55,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083087 - 0,600.39,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083092 - 1,1353.4,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083093 - 0,467.26,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083095 - 0,654.44,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083097 - 0,638.25,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083105 - 0,1294.06,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083108 - 1,620.68,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Waste Disposal & Skip Hire,D3420,05/12/2017,60083109 - 0,682.2,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083111 - 0,572,Revenue,20008752,BARLOW & SONS (HERMITAGE) LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083112 - 1,673.98,Revenue,20014360,MACHINE MART LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083135 - 0,464.52,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083136 - 1,1295.75,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083140 - 1,1597.2,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083148 - 1,1715.99,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083149 - 0,442.56,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083172 - 1,1541.85,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083176 - 1,1801.15,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083177 - 0,1085.25,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083179 - 0,3302.09,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083190 - 1,448.4,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083191 - 0,706.24,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Tools,D3023,05/12/2017,60083197 - 0,945,Revenue,20019584,SOUTHERN POWER TOOLS 7 ABRASIVES LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083201 - 0,405.85,Revenue,20018850,WYEVALE NURSERIES
OCC,Direct Services,Direct Services Supplies & Services,D3311,05/12/2017,60083201 - 1,19.8,Revenue,20018850,WYEVALE NURSERIES
OCC,Direct Services,Materials,D3021,05/12/2017,60083207 - 0,1180.8,Revenue,20003233,AKW MEDICARE LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083211 - 0,541.14,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083212 - 1,640.88,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083216 - 1,3761.91,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083217 - 0,1046.62,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083218 - 2,8401.98,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083237 - 0,748.9,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083243 - 0,422.4,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083253 - 0,422.4,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083257 - 0,422.4,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083259 - 0,422.4,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083263 - 0,492.8,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083267 - 0,422.4,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083269 - 0,1056,Revenue,20000441,1ST CHOICE SCAFFOLDING (OXFORD) LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083295 - 1,458.63,Revenue,20010329,ALLFLOORS OF OXFORDSHIRE LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083302 - 0,7007.5,Revenue,20018574,ART CONTRACTS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083303 - 1,7007.5,Revenue,20018574,ART CONTRACTS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083304 - 0,6230,Revenue,20018574,ART CONTRACTS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083307 - 1,480,Revenue,20016403,CLEANSAFE SERVICES (UK) LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083317 - 0,4320,Revenue,20012692,FREECHOICE GROUP
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083318 - 1,2007,Revenue,20012692,FREECHOICE GROUP
OCC,Direct Services,Tipping Charges,D3421,05/12/2017,60083320 - 1,5069.8,Revenue,20012568,OXFORD RENEWABLE ENERGY LTD T/S AGRIVERT
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083321 - 0,1656,Revenue,20019481,JESSOP & COOK ARCHITECTS LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083323 - 0,28419.49,Revenue,20000267,JOHN SHEEHAN (OXFORD) LTD
OCC,Direct Services,Materials,D3021,05/12/2017,60083324 - 1,4400,Revenue,20018717,DEANGELO BROTHERS UK LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083325 - 0,19890,Revenue,20000233,JONES & REEVES
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083326 - 1,454.5,Revenue,20014676,KENNINGTON FLOORING LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083327 - 0,622,Revenue,20014676,KENNINGTON FLOORING LTD
OCC,Direct Services,Services - General Fees,K9401,05/12/2017,60083340 - 1,4356,Revenue,20013173,MACCABEE PETS HOTEL
OCC,Direct Services,Materials,D3021,05/12/2017,60083343 - 0,824.29,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083344 - 1,814.65,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083345 - 0,1386.67,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,Services - General Fees,K9401,05/12/2017,60083348 - 1,3031,Revenue,20013173,MACCABEE PETS HOTEL
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083350 - 1,440,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083351 - 1,565,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083354 - 0,7814,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083355 - 1,7038,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083356 - 0,1077.13,Revenue,20012799,LAFARGE TARMAC TRADING LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083357 - 1,4554,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083358 - 0,4398,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083360 - 0,995,Revenue,20014739,MULTI-FLOORS LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083362 - 0,1318.47,Revenue,20014562,NBC BIRD & PEST SOLUTIONS LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083364 - 0,1318.47,Revenue,20014562,NBC BIRD & PEST SOLUTIONS LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083368 - 1,2933.2,Revenue,20012914,PROELEC INSTALLATIONS LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083369 - 0,1698.91,Revenue,20012914,PROELEC INSTALLATIONS LTD
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083371 - 0,1250,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Consultants Fees,D3411,05/12/2017,60083372 - 1,850,Revenue,20019779,LOCKHART GARRATT
OCC,Direct Services,Consultants Fees,D3411,05/12/2017,60083373 - 0,940,Revenue,20019779,LOCKHART GARRATT
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083374 - 1,8000,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,Temporary Bureau Staffing,A0108,05/12/2017,60083375 - 0,18749.2,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083376 - 1,1578.7,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,Direct Services Sub Contractors,B1111,05/12/2017,60083377 - 0,7000,Revenue,20013974,TOM GHEE CONSTRUCTION
OCC,Direct Services,Engineering Services Supplies and Services,D3319,05/12/2017,60083378 - 1,11731.65,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,05/12/2017,60083379 - 0,10939.57,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Temporary Bureau Staffing,A0108,05/12/2017,60083380 - 1,17541.76,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Engineering Services Supplies and Services,D3319,05/12/2017,60083381 - 0,3310.85,Revenue,20012482,OXFORD & DISTRICT BUILDING SERVICES LIMITED
OCC,Direct Services,Materials,D3021,05/12/2017,60083382 - 1,3102.45,Revenue,20018567,HARDSCAPE
OCC,Direct Services,Materials,D3021,12/12/2017,60083399 - 0,2015.42,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083401 - 0,656.49,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083403 - 0,778.36,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083406 - 1,6341.57,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083408 - 1,720.89,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083409 - 0,1363.7,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083410 - 1,905.44,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083411 - 0,1035.77,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083412 - 1,2463.05,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083414 - 0,4040.79,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083415 - 1,7254.47,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Materials,D3021,12/12/2017,60083416 - 0,738.6,Revenue,20002464,WOLSELEY UK LIMITED
OCC,Direct Services,Tipping Charges,D3421,12/12/2017,60083420 - 0,628,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Tipping Charges,D3421,12/12/2017,60083422 - 0,449.2,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Tipping Charges,D3421,12/12/2017,60083425 - 1,570,Revenue,20000263,SHEEHAN HAULAGE & PLANT HIRE LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083427 - 1,1324.98,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Materials,D3021,12/12/2017,60083440 - 0,1790.95,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083449 - 1,738,Revenue,20002679,LOCKS & LATCHES (STAFFORD) LTD
OCC,Direct Services,Tools,D3023,12/12/2017,60083460 - 0,430,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,Tools,D3023,12/12/2017,60083463 - 1,1025.51,Revenue,20002443,UNIVERSAL ACCESS & POWER PLAN
OCC,Direct Services,Materials,D3021,12/12/2017,60083473 - 1,461.6,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083474 - 0,584.6,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083482 - 1,795,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Materials,D3021,12/12/2017,60083483 - 0,568.5,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Tools,D3023,12/12/2017,60083496 - 1,2049,Revenue,20011392,BSS GROUP PLC
OCC,Direct Services,Materials,D3021,12/12/2017,60083498 - 1,519.9,Revenue,20002299,C BREWER & SONS LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083499 - 0,4184.75,Revenue,20002254,GRAFTON MERCHANTING GB LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083505 - 0,576.88,Revenue,20005720,CAPITOL TILE SUPPLIES LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083507 - 0,549.97,Revenue,20017252,CHERWELL PACKAGING LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083524 - 1,947.73,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083527 - 0,700.58,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083528 - 1,772.71,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083530 - 1,567,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083531 - 0,627.7,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083532 - 1,539.89,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083533 - 0,735.9,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083534 - 1,426.15,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083535 - 0,575.31,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083536 - 1,816.8,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083537 - 0,571.36,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083538 - 1,602,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083541 - 0,434.2,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083545 - 0,547.41,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083546 - 1,472.92,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083547 - 0,626.36,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083548 - 1,514.45,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083550 - 1,764.8,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083551 - 0,713.05,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083552 - 1,1300.98,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083554 - 1,597.13,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083556 - 1,1734.82,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083557 - 0,4831.2,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083559 - 0,919,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083560 - 1,1449.05,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083565 - 0,1544.4,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083569 - 0,654.4,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083570 - 2,616.8,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083571 - 0,611.15,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083574 - 0,613.7,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083578 - 0,749.5,Revenue,20006342,JEWSON LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083581 - 1,679.42,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083583 - 1,1046.66,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083584 - 0,582.42,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083586 - 0,1413.3,Revenue,20019236,POWRED HEATING COMPONENTS LTD
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083588 - 0,14970,Revenue,20019711,PORTABLE SPACE LTD
OCC,Direct Services,Materials,D3021,12/12/2017,60083590 - 0,564.48,Revenue,20015370,TIMBERYTE
OCC,Direct Services,Direct Services Supplies & Services,D3311,12/12/2017,60083593 - 1,730.7,Revenue,20011392,BSS GROUP PLC
OCC,Direct Services,Direct Services Supplies & Services,D3339,12/12/2017,60083595 - 0,1870,Revenue,20019207,BEACON GROUP (INTERNATIONAL) LTD T/A ADDEX GROUP
OCC,Direct Services,Materials,D3021,12/12/2017,60083597 - 0,1516,Revenue,20008752,BARLOW & SONS (HERMITAGE) LTD
OCC,Direct Services,Supply & Collection Of Litter Bins,B1171,12/12/2017,60083600 - 1,1501.4,Revenue,20008146,EGBERT H TAYLOR & CO LTD
OCC,Direct Services,"Clearing/Cleaning Gardens, Garage Areas, Alleyways",B1175,12/12/2017,60083601 - 0,1439,Revenue,20011185,GRAFFITI REMOVAL LTD
