Body Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name 
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,30/09/2014,60026500_1,2034.7,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,30/09/2014,60026501_1,1226.9,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,30/09/2014,60026504_1,1365.17,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,30/09/2014,60026529_2,1273.25,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,30/09/2014,60026530_0,1221.15,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Main Contractor,Y021    ,08/07/2014,47975897_0,610,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,08/07/2014,47975897_1,469.8,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/09/2014,47976555_1,485,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/09/2014,47976555_2,469.8,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Non-Contracted Transport Repairs,C2101   ,09/09/2014,47976575_0,141.36,Revenue,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Non-Contracted Transport Repairs,C2101   ,09/09/2014,47976575_1,394.8,Revenue,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/09/2014,47976586_2,485,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/09/2014,47976586_3,469.8,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,09/09/2014,47976612_2,1550.8,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976641_0,610,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Regeneration and Major Projects Team,Counsel & External Legal Fees,D3417,16/09/2014,1008499_1,2945,Revenue,20014117,MR DOUGLAS EDWARDS
Oxford City Council,Regeneration and Major Projects Team,Counsel & External Legal Fees,D3417,23/09/2014,1008997_1,2945,Revenue,20014117,MR DOUGLAS EDWARDS
Oxford City Council,Regeneration and Major Projects Team,Miscellaneous Fees,Y173,02/09/2014,1008593_1,2500,Capital,20014162,SKM COLIN BUCHANAN
Oxford City Council,Regeneration and Major Projects Team,Miscellaneous Fees,Y173,02/09/2014,1008613_1,2500,Capital,20014162,SKM COLIN BUCHANAN
Oxford City Council,Regeneration and Major Projects Team,Miscellaneous Fees,Y173,02/09/2014,1008638_1,4804.9,Capital,20014162,SKM COLIN BUCHANAN
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,15/07/2014,47975972_1,644.15,Revenue,20014255,INCHCAPE
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,15/07/2014,47975972_2,3.94,Revenue,20014255,INCHCAPE
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,15/07/2014,47975972_3,35.56,Revenue,20014255,INCHCAPE
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,15/07/2014,47975972_4,102.98,Revenue,20014255,INCHCAPE
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,15/07/2014,47975972_5,3.8,Revenue,20014255,INCHCAPE
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031   ,15/07/2014,47975972_6,1.18,Revenue,20014255,INCHCAPE
Oxford City Council,Environmental Development,Subscriptions,D3703,29/07/2014,1007730_1,500,Revenue,20014306,INSTITUTE OF LICENSING
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,09/09/2014,46282995_1,500,Revenue,20014363,OCC ROSE HILL PRIMARY SCHOOL
Oxford City Council,Direct Services,Materials,D3021,08/07/2014,60022959_2,3928.9,Revenue,20014392,DIRECT PUMPS & TANKS LTD
Oxford City Council,Regeneration and Major Projects Team,Subscriptions,D3703,30/09/2014,1009160_1,550,Revenue,20014394,CREDITSAFE UK LTD
Oxford City Council,Housing and Property,Grants,D3701,09/09/2014,46282987_1,840,Revenue,20014407,ROSEHILL TENANTS & RESIDENTS ASSOCIATION
Oxford City Council,Housing and Property,Grants,D3701,23/09/2014,46283158_1,840,Revenue,20014407,ROSEHILL TENANTS & RESIDENTS ASSOCIATION
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_1,13714.86,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_10,583.06,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_11,286,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_12,656.29,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_13,358.5,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_14,315,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_2,209.94,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_3,425,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_4,225,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_5,210,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_6,225,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_7,35,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_8,39,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Direct Services,Main Contractor,Y021,16/09/2014,47976688_9,305,Capital,20014411,TOYOTA (GB) PLC
Oxford City Council,Housing and Property,Books & Publications,D3302,29/07/2014,1007583_1,500,Revenue,20014414,ONE POINT OH LIMITED
Oxford City Council,Housing and Property,Books & Publications,D3302,12/08/2014,46282772_1,500,Revenue,20014414,ONE POINT OH LIMITED
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,27/08/2014,1007921_1,3395,Capital,20014420,C M RAYSON BUILDERS
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,02/09/2014,1008559_1,10000,Capital,20014420,C M RAYSON BUILDERS
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_1,88.06,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_10,14.68,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_11,205.47,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_12,11.01,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_13,51.37,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_14,381.59,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_15,183.46,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_16,47.7,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_17,545.96,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_18,440.29,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_19,451.3,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_2,55.04,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_20,458.61,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_3,29.35,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_4,7.71,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_5,25.32,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_6,154.1,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_7,242.16,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_8,261.24,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282207_9,14.68,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_1,53.23,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_10,18,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_11,141.65,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_12,254.92,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_13,42.58,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_14,309.9,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_15,141.65,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_16,49.95,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_17,490.92,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_18,390.68,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_19,408.11,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_2,42.58,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_20,458.34,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_3,14.95,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_4,17.7,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_5,24.84,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_6,141.65,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_7,245.45,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_8,283.9,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/07/2014,46282591_9,17.8,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_1,115.43,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_10,80.17,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_11,44.89,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_12,32.06,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_13,48.1,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_14,301.41,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_15,128.26,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_16,41.68,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_17,548.29,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_18,400.8,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_19,320.74,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_2,35.27,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_20,423.23,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_3,22.44,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_4,12.83,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_5,32.06,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_6,105.81,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_7,224.45,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_8,256.51,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283181_9,32.07,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_1,79.52,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_10,6.92,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_11,155.6,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_12,13.04,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_13,41.49,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_14,345.78,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_15,138.31,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_16,48.41,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_17,529.04,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_18,440.29,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_19,449.5,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_2,48.41,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_20,484.1,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_21,3.12,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_3,27.66,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_4,10.37,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_5,20.75,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_6,121.02,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_7,221.3,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_8,238.59,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,23/09/2014,46283182_9,34.58,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,05/08/2014,46282667_1,5000,Revenue,20014454,EMMAUS OXFORD (STORE) LIMITED
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,01/07/2014,1006732_1,569.9,Revenue,20014469,ADAM FRENCH
Oxford City Council,Environmental Development,General Contracted Services,D3401,01/07/2014,1006905_1,2300,Revenue,20014469,ADAM FRENCH
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,15/07/2014,1007371_1,680.69,Revenue,20014469,ADAM FRENCH
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,22/07/2014,1007372_1,1014.97,Revenue,20014469,ADAM FRENCH
Oxford City Council,Environmental Development,Instructors & Coaching Fees,D3413,22/07/2014,1007373_1,8000,Revenue,20014469,ADAM FRENCH
Oxford City Council,Environmental Development,General Contracted Services,D3401,29/07/2014,1007628_1,3630,Revenue,20014469,ADAM FRENCH
Oxford City Council,Environmental Development,General Contracted Services,D3401,19/08/2014,1008179_1,3831,Revenue,20014469,ADAM FRENCH
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,23/09/2014,1009011_1,1500,Revenue,20014469,ADAM FRENCH
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,16/09/2014,46283052_1,1294.05,Revenue,20014469,ADAM FRENCH
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,16/09/2014,46283053_1,1266.01,Revenue,20014469,ADAM FRENCH
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,16/09/2014,46283054_1,1340,Revenue,20014469,ADAM FRENCH
Oxford City Council,"Leisure, Parks & Communities",General Contracted Services,D3401,23/09/2014,46283190_1,980.03,Revenue,20014469,ADAM FRENCH
Oxford City Council,HRA,Contract Printing (External),D3303,23/09/2014,1008882_1,735,Revenue,20014471,BANBURY LITHO LIMITED
Oxford City Council,HRA,Contract Printing (External),D3303,23/09/2014,1008884_1,2169,Revenue,20014471,BANBURY LITHO LIMITED
Oxford City Council,HRA,Contract Printing (External),D3303,23/09/2014,1008886_1,532,Revenue,20014471,BANBURY LITHO LIMITED
Oxford City Council,HRA,Contract Printing (External),D3303,23/09/2014,1008887_1,607,Revenue,20014471,BANBURY LITHO LIMITED
Oxford City Council,HRA,Conferences,D3602,15/07/2014,1007231_1,737.5,Revenue,20014478,LIME LEGAL LIMITED
Oxford City Council,HRA,Main Contractor,Y021,29/07/2014,48020927_1,14620.79,Capital,20014479,GSR CONTRACTORS
Oxford City Council,HRA,Main Contractor,Y021,12/08/2014,48020947_1,43317.58,Capital,20014479,GSR CONTRACTORS
Oxford City Council,HRA,Main Contractor,Y021,16/09/2014,48020982_1,28276.42,Capital,20014479,GSR CONTRACTORS
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,19/08/2014,60024577_1,648,Revenue,20014479,GSR CONTRACTORS
Oxford City Council,Direct Services,Materials,D3021,16/09/2014,60025828_1,702.9,Revenue,20014482,APOLLO TRADE WINDOW STORE
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,12/08/2014,46282714_1,3241.75,Revenue,20014495,GRANDE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,12/08/2014,46282715_1,1400,Revenue,20014495,GRANDE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,12/08/2014,46282716_1,1400,Revenue,20014495,GRANDE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,12/08/2014,46282717_1,4051.55,Revenue,20014495,GRANDE PROPERTY SERVICES
Oxford City Council,Housing and Property,Advertising & Publicity,D3802,27/08/2014,46282898_1,900,Revenue,20014495,GRANDE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,01/07/2014,46282284_1,1800,Revenue,20014497,HUTTON PARKER
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,01/07/2014,46282284_2,900,Revenue,20014497,HUTTON PARKER
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,01/07/2014,46282284_3,500,Revenue,20014497,HUTTON PARKER
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/08/2014,46282869_1,1800,Revenue,20014497,HUTTON PARKER
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/08/2014,46282869_2,500,Revenue,20014497,HUTTON PARKER
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/08/2014,46282869_3,900,Revenue,20014497,HUTTON PARKER
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,23/09/2014,46283227_1,890.4,Revenue,20014497,HUTTON PARKER
Oxford City Council,City Development,Consultants Fees,D3411,30/09/2014,1009183_1,7147.25,Revenue,20014503,SHARED INTELLIGENCE LTD
Oxford City Council,"Leisure, Parks & Communities",Grants,D3701,19/08/2014,46282797_1,5000,Revenue,20014542,OXFORD UNITED YOUTH & COMMUNITY SPORTS TRUST
Oxford City Council,"Policy, Culture and Communication",General Contracted Services,D3401,08/07/2014,1006841_1,780,Revenue,20014566,ROBERT NISBET T/AS WWW ROBERTNISBET.COM
Oxford City Council,"Leisure, Parks & Communities",Furniture & Equipment Purchase,D3001,08/07/2014,1006791_1,1104,Revenue,20014610,OFFICE FURNITURE ONLINE
Oxford City Council,"Leisure, Parks & Communities",Furniture & Equipment Purchase,D3001,08/07/2014,1006932_1,101,Revenue,20014610,OFFICE FURNITURE ONLINE
Oxford City Council,"Leisure, Parks & Communities",Furniture & Equipment Purchase,D3001,08/07/2014,1006932_2,1020,Revenue,20014610,OFFICE FURNITURE ONLINE
Oxford City Council,"Leisure, Parks & Communities",Furniture & Equipment Purchase,D3001,08/07/2014,1006932_3,96,Revenue,20014610,OFFICE FURNITURE ONLINE
Oxford City Council,"Leisure, Parks & Communities",Furniture & Equipment Purchase,D3001,22/07/2014,1007074_1,510,Revenue,20014610,OFFICE FURNITURE ONLINE
Oxford City Council,"Leisure, Parks & Communities",Furniture & Equipment Purchase,D3001,12/08/2014,1007826_1,798,Revenue,20014610,OFFICE FURNITURE ONLINE
Oxford City Council,"Leisure, Parks & Communities",Reactive Maintenance & Minor Repairs,B1101,09/09/2014,1008589_1,1122,Revenue,20014610,OFFICE FURNITURE ONLINE
Oxford City Council,"Policy, Culture and Communication",General Contracted Services,D3401,05/08/2014,1007886_1,1076.1,Revenue,20014621,LAMPS & TUBES ILLUMINATIONS LTD
Oxford City Council,Finance,CPD (Continuous Professional Development),A0634,22/07/2014,1007542_1,2274.98,Revenue,20014686,BPP PROFESSIONAL EDUCATION LTD
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,01/07/2014,46282279_1,75,Revenue,20014702,PREMIER LETTING
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,01/07/2014,46282279_2,499,Revenue,20014702,PREMIER LETTING
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,01/07/2014,60022447_0,627,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,01/07/2014,60022553_1,561,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,01/07/2014,60022555_1,710.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,05/08/2014,60023999_2,627,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311   ,05/08/2014,60024002_0,501.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,19/08/2014,60024421_2,4660,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,19/08/2014,60024424_0,501.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,19/08/2014,60024626_0,587.4,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,27/08/2014,60024732_1,528,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,27/08/2014,60024739_1,528,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,27/08/2014,60024740_1,501.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,27/08/2014,60024745_1,520.3,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Supplies & Services,D3311,27/08/2014,60024751_1,933.9,Revenue,20014739,MULTI-FLOORS LIMITED
