Body_Name,Organisational Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Capital or Revenue,Supplier ID,Supplier Name
Oxford City Council,Community Services,Cleaning Materials,B1601,13/10/2015,1021587_0,1174.73,Revenue,20016920,ALLIANCE DISPOSABLES LTD                          
Oxford City Council,Community Services,Cleaning Materials,B1601,08/12/2015,1022897_1,591.7,Revenue,20016920,ALLIANCE DISPOSABLES LTD                          
Oxford City Council,Community Services,Cleaning Materials,B1601,01/12/2015,1022971_1,1111,Revenue,20016920,ALLIANCE DISPOSABLES LTD                          
Oxford City Council,Community Services,Cleaning Materials,B1601,01/12/2015,1022971_2,3.36,Revenue,20016920,ALLIANCE DISPOSABLES LTD                          
Oxford City Council,Community Services,Cleaning Materials,B1601,22/12/2015,1023943_1,11.4,Revenue,20016920,ALLIANCE DISPOSABLES LTD                          
Oxford City Council,Community Services,Cleaning Materials,B1601,22/12/2015,1023943_2,2.74,Revenue,20016920,ALLIANCE DISPOSABLES LTD                          
Oxford City Council,Community Services,Cleaning Materials,B1601,22/12/2015,1023943_3,493.65,Revenue,20016920,ALLIANCE DISPOSABLES LTD                          
Oxford City Council,Community Services,Cleaning Materials,B1601,22/12/2015,1024016_1,717.68,Revenue,20016920,ALLIANCE DISPOSABLES LTD                          
Oxford City Council,Direct Services,Advertising & Publicity,D3802   ,17/11/2015,60046299_2,711.14,Revenue,20016950,LIMPET LABLES UK LTD                              
Oxford City Council,Community Services,Security Services,D3418,27/10/2015,1022007_1,3996,Revenue,20016981,SCOPE SECURITY LTD
Oxford City Council,Community Services,Security Services,D3418,01/12/2015,1022939_1,4239,Revenue,20016981,SCOPE SECURITY LTD
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,13/10/2015,1020603_1,3677,Capital,20016993,OXFORDSHIRE WET ROOMS & SHOWERS                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,24/11/2015,1021515_1,3989,Capital,20016993,OXFORDSHIRE WET ROOMS & SHOWERS                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,13/10/2015,1021610_1,3387,Capital,20016993,OXFORDSHIRE WET ROOMS & SHOWERS                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,27/10/2015,1021993_1,12760.6,Capital,20016993,OXFORDSHIRE WET ROOMS & SHOWERS                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,10/11/2015,1022523_1,2160.99,Capital,20016993,OXFORDSHIRE WET ROOMS & SHOWERS                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,10/11/2015,1022681_1,3400,Capital,20016993,OXFORDSHIRE WET ROOMS & SHOWERS                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,01/12/2015,1023218_1,6000,Capital,20016993,OXFORDSHIRE WET ROOMS & SHOWERS                   
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,47982874_0,1190.48,Revenue,20017004,HARTWELL OXFORD RENAULT                           
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,47982874_1,29.5,Revenue,20017004,HARTWELL OXFORD RENAULT                           
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,47982874_2,14.33,Revenue,20017004,HARTWELL OXFORD RENAULT                           
Oxford City Council,Direct Services,Advertising & Publicity,D3802,27/10/2015,60045555_1,645,Revenue,20017005,ALLWAG PROMOTIONS LTD                             
Oxford City Council,Direct Services,Advertising & Publicity,D3802,27/10/2015,60045556_1,515,Revenue,20017005,ALLWAG PROMOTIONS LTD                             
Oxford City Council,Community Services,Furniture & Equipment Purchase,D3001,29/12/2015,1024466_1,1180,Revenue,20017017,ANN LAING FLOWERS
Oxford City Council,Direct Services,General Contracted Services,D3401,20/10/2015,47982016_0,3760.56,Revenue,20017042,BANDVULC TRUCK TYRES
Oxford City Council,Direct Services,General Contracted Services,D3401,08/12/2015,47982756_2,3482.98,Revenue,20017042,BANDVULC TRUCK TYRES
Oxford City Council,Direct Services,General Contracted Services,D3401,22/12/2015,47983016_2,7585.21,Revenue,20017042,BANDVULC TRUCK TYRES
Oxford City Council,Housing and Property,Specialist Services,B1306,03/11/2015,1021741_1,840,Revenue,20017045,DISTRIBUTION UNLIMITED (OXFORD) LTD               
Oxford City Council,Law and Governance,Counsel & External Legal Fees,D3417,20/10/2015,1021920_1,5000,Revenue,20017061,LANDMARK                                          
Oxford City Council,Law and Governance,Counsel & External Legal Fees,D3417,24/11/2015,1022786_1,3608,Revenue,20017061,LANDMARK                                          
Oxford City Council,Environmental Sustainability,Consultants Fees,D3411,10/11/2015,1022552_1,31048.21,Revenue,20017096,THE LOW CARBON HUB                                
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,13/10/2015,46287326_1,1170.6,Revenue,20017140,ASSOCIATION FOR PHYSICAL EDUCATION                
Oxford City Council,Environmental Sustainability,Short Courses,A0622,10/11/2015,1022630_1,1090,Revenue,20017199,BYWATER TRAINING LTD                              
Oxford City Council,Organisational Development,Corporate Development Programme,A0631,15/12/2015,1023926_1,1650,Revenue,20017209,SUE HOWLETT                                       
Oxford City Council,Direct Services,Cleaning Materials,B1601,22/12/2015,1023823_1,81.9,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Cleaning Materials,B1601,22/12/2015,1023823_2,215.2,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Cleaning Materials,B1601,22/12/2015,1023823_3,115.2,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Cleaning Materials,B1601,22/12/2015,1023823_4,15.3,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Cleaning Materials,B1601,22/12/2015,1023823_5,21.42,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Cleaning Materials,B1601,22/12/2015,1023823_6,49.08,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Cleaning Materials,B1601,22/12/2015,1023823_7,7.79,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021   ,13/10/2015,60044851_0,1121.32,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Suspense,Materials,D3021   ,13/10/2015,60044906_1,1127.64,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Suspense,Materials,D3021   ,13/10/2015,60044932_1,620.6,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Suspense,Materials,D3021   ,13/10/2015,60044933_0,1205.53,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021   ,13/10/2015,60044980_1,1015.78,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Suspense,Materials,D3021,20/10/2015,60045016_1,1219.26,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Suspense,Materials,D3021,20/10/2015,60045017_1,970.04,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021,20/10/2015,60045141_1,738.04,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021,20/10/2015,60045260_1,858.06,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021,27/10/2015,60045407_0,529.45,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021,10/11/2015,60046084_1,738.38,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021   ,17/11/2015,60046490_0,1257.08,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Suspense,Materials,D3021,15/12/2015,60047678_1,985.02,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021,15/12/2015,60047774_1,890.5,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021,22/12/2015,60048232_0,695.66,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021,29/12/2015,60048615_0,927.41,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Direct Services,Materials,D3021,29/12/2015,60048625_0,1130.8,Revenue,20017252,CHERWELL PACKAGING LTD                            
Oxford City Council,Housing and Property,Main Contractor,Y021,27/10/2015,48021326_1,2013.75,Capital,20017264,SIR FREDERICK SNOW CONSULTING                     
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,24/11/2015,46287698_1,26911.23,Capital,20017269,CROFT BUILDING & CONSERVATION LTD                 
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,06/10/2015,48021312_1,46827.92,Capital,20017269,CROFT BUILDING & CONSERVATION LTD                 
Oxford City Council,Organisational Development,Management Development,A0637,13/10/2015,1021725_1,7429.45,Revenue,20017304,Q.LEARNING LTD                                    
Oxford City Council,Housing and Property,Instructors & Coaching Fees,D3413,20/10/2015,1021747_1,1770,Revenue,20017304,Q.LEARNING LTD                                    
Oxford City Council,Organisational Development,Management Development,A0637,24/11/2015,1022958_1,8839.15,Revenue,20017304,Q.LEARNING LTD                                    
Oxford City Council,Organisational Development,Management Development,A0637,22/12/2015,1024213_1,3047,Revenue,20017304,Q.LEARNING LTD                                    
Oxford City Council,Community Services,General Contracted Services,D3401,01/12/2015,46287826_1,1500,Revenue,20017314,MAKING CHANGES                                    
Oxford City Council,Direct Services,Advertising & Publicity,D3802,15/12/2015,60047962_1,1530,Revenue,20017425,AGRIPA SOLUTIONS LTD.                             
Oxford City Council,Financial Services,Consultants Fees,D3411,24/11/2015,1022783_1,27903,Revenue,20017442,ERNST & YOUNG LLP                                 
Oxford City Council,Community Services,Special Events,D3807,27/10/2015,1021925_1,579.6,Revenue,20017460,ACDISCO LIGHT  AND PA HIRE                        
Oxford City Council,Community Services,General Contracted Services,D3401,20/10/2015,1021520_1,852,Revenue,20017470,COKETHORPE EDUCATIONAL TRUST                      
Oxford City Council,Community Services,Provisions,D3101,22/12/2015,1024204_1,940,Revenue,20017470,COKETHORPE EDUCATIONAL TRUST                      
Oxford City Council,HRA,Main Contractor,Y021,27/10/2015,1021911_1,4985,Capital,20017474,NEWMAN BUILDING SOLUTIONS                         
Oxford City Council,HRA,Main Contractor,Y021,03/11/2015,1021912_1,4985,Capital,20017474,NEWMAN BUILDING SOLUTIONS                         
Oxford City Council,HRA,Main Contractor,Y021,29/12/2015,1024309_1,2385,Capital,20017474,NEWMAN BUILDING SOLUTIONS                         
Oxford City Council,HRA,Main Contractor,Y021,29/12/2015,1024310_1,1365,Capital,20017474,NEWMAN BUILDING SOLUTIONS                         
Oxford City Council,Direct Services,Materials,D3021,27/10/2015,60045506_1,2800,Revenue,20017481,THE BITUCHEM GROUP                                
Oxford City Council,Organisational Development,CPD (Continuous Professional Development),A0634,13/10/2015,1021464_1,1299,Revenue,20017520,SPACE2THINK LTD                                   
Oxford City Council,Housing and Property,Furniture & Equipment Purchase,D3001,15/12/2015,1023837_1,1050,Revenue,20017538,BEDS 2 U LTD                                      
Oxford City Council,Direct Services,Materials,D3021,20/10/2015,60045027_1,806,Revenue,20017539,NIBRA SIGNS LTD                                   
Oxford City Council,Suspense,Child Care Vouchers,A0709,20/10/2015,46287393_1,11779.5,Revenue,20017541,COMPUTERSHARE VOUCHER SERVICES
Oxford City Council,Suspense,Child Care Vouchers,A0709,20/10/2015,46287393_2,182.58,Revenue,20017541,COMPUTERSHARE VOUCHER SERVICES
Oxford City Council,Suspense,Child Care Vouchers,A0709,20/10/2015,46287393_3,-718.35,Revenue,20017541,COMPUTERSHARE VOUCHER SERVICES
Oxford City Council,Suspense,Child Care Vouchers,A0709,17/11/2015,46287828_1,11779.5,Revenue,20017541,COMPUTERSHARE VOUCHER SERVICES
Oxford City Council,Suspense,Child Care Vouchers,A0709,17/11/2015,46287828_2,182.58,Revenue,20017541,COMPUTERSHARE VOUCHER SERVICES
Oxford City Council,Suspense,Child Care Vouchers,A0709,15/12/2015,46288232_1,12348,Revenue,20017541,COMPUTERSHARE VOUCHER SERVICES
Oxford City Council,Suspense,Child Care Vouchers,A0709,15/12/2015,46288232_2,189.02,Revenue,20017541,COMPUTERSHARE VOUCHER SERVICES
Oxford City Council,Suspense,Child Care Vouchers,A0709,15/12/2015,46288232_3,-70,Revenue,20017541,COMPUTERSHARE VOUCHER SERVICES
Oxford City Council,Direct Services,Materials,D3021,24/11/2015,1023020_1,1110,Revenue,20017554,BOURNE AMENITY LTD                                
Oxford City Council,Direct Services,Materials,D3021,24/11/2015,1023020_2,1617,Revenue,20017554,BOURNE AMENITY LTD                                
Oxford City Council,Direct Services,Materials,D3021,24/11/2015,1023020_3,3060,Revenue,20017554,BOURNE AMENITY LTD                                
Oxford City Council,Direct Services,Short Courses,A0622,24/11/2015,1023142_1,1610,Revenue,20017566,OXFORD ENERGY ACADEMY LTD                         
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_0,13526.15,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_1,208.33,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_2,250,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_3,41.67,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_4,241.67,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_5,227,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_6,247.33,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_7,304.17,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,Main Contractor,Y021,17/11/2015,47982403_8,55,Capital,20017590,APRITE (GB) LTD T/A WEST WAY OXFORD               
Oxford City Council,Direct Services,General Contracted Services,D3401,29/12/2015,60048642_0,1006.71,Revenue,20017593,WATER SERVICES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/12/2015,60048643_2,1006.71,Revenue,20017593,WATER SERVICES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/12/2015,60048644_0,1006.71,Revenue,20017593,WATER SERVICES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/12/2015,60048645_2,1006.71,Revenue,20017593,WATER SERVICES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/12/2015,60048646_0,2391.43,Revenue,20017593,WATER SERVICES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/12/2015,60048647_2,2391.43,Revenue,20017593,WATER SERVICES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/12/2015,60048648_0,2391.43,Revenue,20017593,WATER SERVICES
Oxford City Council,Direct Services,General Contracted Services,D3401,29/12/2015,60048649_2,2391.43,Revenue,20017593,WATER SERVICES
Oxford City Council,Business Improvement,Main Contractor,Y021,10/11/2015,1022529_1,621.09,Capital,20017596,V1 LTD
Oxford City Council,Direct Services,Short Courses,A0622,08/12/2015,1021916_1,595,Revenue,20017599,PHOENIX HSC (UK) LTD                              
Oxford City Council,Community Services,Grants,D3701,27/10/2015,46287575_1,1500,Revenue,20017627,INNOVISTA INTERNATIONAL                           
Oxford City Council,Community Services,General Contracted Services,D3401,15/12/2015,46288244_1,1018.03,Revenue,20017627,INNOVISTA INTERNATIONAL                           
Oxford City Council,Business Improvement,Consultants Fees,D3411,27/10/2015,1022003_1,5012.5,Revenue,20017632,DURADIAMOND HEALTHCARE LTD                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,24/11/2015,1022957_1,5012.5,Revenue,20017632,DURADIAMOND HEALTHCARE LTD                        
Oxford City Council,Business Improvement,Consultants Fees,D3411,01/12/2015,1023230_1,5012.5,Revenue,20017632,DURADIAMOND HEALTHCARE LTD                        
Oxford City Council,Community Services,Equipment Hire Charges,D3006,22/12/2015,1024192_1,625,Revenue,20017675,S27 EVENTS LTD T/A BHK                            
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,13/10/2015,1021684_1,528.2,Revenue,20017686,WORKMAN LLP                                       
Oxford City Council,Business Improvement,Rent,B1701,10/11/2015,1022504_1,5514.5,Revenue,20017686,WORKMAN LLP                                       
Oxford City Council,Housing and Property,Rent,B1701,15/12/2015,1023916_1,1405.48,Revenue,20017686,WORKMAN LLP                                       
Oxford City Council,Business Improvement,Rent,B1701,29/12/2015,1024251_1,5514.5,Revenue,20017686,WORKMAN LLP                                       
Oxford City Council,Community Services,Grants,D3701,03/11/2015,1022242_1,8802.5,Revenue,20017692,GREENWICH LEISURE LTD                             
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,22/12/2015,46288341_1,780,Revenue,20017704,A.B VAN SECURITY                                  
Oxford City Council,Direct Services,Veh.maint direct purchase,D3031,08/12/2015,47982760_1,780,Revenue,20017704,A.B VAN SECURITY                                  
Oxford City Council,Transformation,Consultants Fees,D3411,22/12/2015,1023830_1,500,Revenue,20017717,WORKBOOKS ONLINE LTD                              
Oxford City Council,Environmental Sustainability,General Contracted Services,D3401,03/11/2015,1022309_1,650,Revenue,20017818,RICARDO-AEA LTD                                   
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,13/10/2015,1021534_1,15029.37,Capital,20017827,OWEN CASHELL GENERAL BUILDER                      
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,13/10/2015,1021535_1,530.22,Capital,20017827,OWEN CASHELL GENERAL BUILDER                      
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,27/10/2015,1022136_1,1120,Revenue,20017842,WOLVERCOTE YOUNG PEOPLES CLUB LTD                 
Oxford City Council,Direct Services,Materials,D3021,01/12/2015,47982685_2,378,Revenue,20017847,N A BROWN LTD                                     
Oxford City Council,Direct Services,Materials,D3021,01/12/2015,47982685_3,155,Revenue,20017847,N A BROWN LTD                                     
Oxford City Council,Direct Services,Materials,D3021,01/12/2015,47982685_4,156,Revenue,20017847,N A BROWN LTD                                     
Oxford City Council,Business Improvement,General Contracted Services,D3401,27/10/2015,1021846_1,19545,Revenue,20017849,NETCALL TELECOM LTD                               
Oxford City Council,Environmental Sustainability,General Contracted Services,D3401,10/11/2015,1022601_1,520,Revenue,20017854,ADVENTURE PLUS                                    
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,27/10/2015,48021319_1,950,Capital,20017859,UNIVERSITY OF LINCOLN                             
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,27/10/2015,1021899_1,6100,Revenue,20017871,SLR CONSULTING LTD                                
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,24/11/2015,1022956_1,895.86,Revenue,20017871,SLR CONSULTING LTD                                
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,29/12/2015,1023862_1,1004.14,Revenue,20017871,SLR CONSULTING LTD                                
Oxford City Council,Community Services,General Contracted Services,D3401,27/10/2015,1021771_1,2435,Revenue,20017887,CREATE DEVELOPMENT                                
Oxford City Council,Community Services,General Contracted Services,D3401,17/11/2015,1022245_1,1155,Revenue,20017887,CREATE DEVELOPMENT                                
Oxford City Council,Community Services,Provisions,D3101,10/11/2015,1022579_1,2953.1,Revenue,20017894,OTHC LEMON ZEST                                   
Oxford City Council,Community Services,Town Hall Catering Recharge,D3104,10/11/2015,1022579_2,5023.95,Revenue,20017894,OTHC LEMON ZEST                                   
Oxford City Council,Community Services,Provisions,D3101,15/12/2015,1024012_1,4357.2,Revenue,20017894,OTHC LEMON ZEST                                   
Oxford City Council,Community Services,Town Hall Catering Recharge,D3104,15/12/2015,1024012_2,3480.2,Revenue,20017894,OTHC LEMON ZEST                                   
Oxford City Council,Community Services,Contributions,D3702,22/12/2015,46288325_1,500,Revenue,20017901,WOLVERCOTE NEIGHBOURHOOD FORUM                    
Oxford City Council,Housing and Property,Consultants Fees,D3411,20/10/2015,1021652_1,733.75,Revenue,20017937,FISHER GERMAN LLP                                 
Oxford City Council,Housing and Property,Consultants Fees,D3411,24/11/2015,1023018_1,2000,Revenue,20017937,FISHER GERMAN LLP                                 
Oxford City Council,Business Improvement,Consultants Fees,D3411,06/10/2015,1021238_1,938.68,Revenue,20017939,CENTRE FOR ASSESMENT                              
Oxford City Council,Law and Governance,Staff Advertising,A0702,24/11/2015,1022236_1,775,Revenue,20017947,HB EDITORIAL SERVICES LTD                         
Oxford City Council,Direct Services,Other Licences And Fees,C2203,20/10/2015,47982006_0,535.5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD                 
Oxford City Council,Direct Services,Other Licences And Fees,C2203,20/10/2015,47982006_1,84.5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD                 
Oxford City Council,Direct Services,Other Licences And Fees,C2203,24/11/2015,47982477_2,1039.5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD                 
Oxford City Council,Direct Services,Other Licences And Fees,C2203,24/11/2015,47982477_3,169,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD                 
Oxford City Council,Direct Services,Other Licences And Fees,C2203,24/11/2015,47982477_4,5,Revenue,20017960,INTELLIGENT DATA SYSTEMS (UK) LTD                 
Oxford City Council,Assistant Chief Executive,Hospitality,D3803,10/11/2015,1022173_1,1485.2,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
Oxford City Council,Organisational Development,Conferences/Seminars,A0636,24/11/2015,1022843_1,722,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
Oxford City Council,Organisational Development,Conferences/Seminars,A0636,08/12/2015,1023405_1,901.2,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
Oxford City Council,Business Improvement,Special Events,D3807,15/12/2015,1024047_1,667.1,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
Oxford City Council,Organisational Development,Conferences/Seminars,A0636,22/12/2015,1024206_1,744.2,Revenue,20017971,A & J CATERING (OXFORDSHIRE) LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,06/10/2015,1021296_1,547.13,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,27/10/2015,1021862_1,1188.82,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,10/11/2015,1022027_1,1188.82,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,10/11/2015,1022239_1,929.22,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,10/11/2015,1022373_1,525.24,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,17/11/2015,1022697_1,1115.87,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,24/11/2015,1022698_1,1059.02,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,01/12/2015,1022955_1,1080.84,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,08/12/2015,1023304_1,1188.82,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Direct Services,Temporary Bureau Staffing,A0108,29/12/2015,1024584_1,1188.81,Revenue,20018034,COMPLETE TREE CARE LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,27/10/2015,48021327_1,1000,Capital,20018035,QODA CONSULTING LTD                               
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,24/11/2015,48021333_1,920,Capital,20018035,QODA CONSULTING LTD                               
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,22/12/2015,48021347_1,520,Capital,20018035,QODA CONSULTING LTD                               
Oxford City Council,Housing and Property,Consultants Fees,D3411,10/11/2015,1021861_1,14191.25,Revenue,20018047,TURLEY ASSOCIATES                                 
Oxford City Council,Housing and Property,Consultants Fees,D3411,10/11/2015,1022202_1,1000,Revenue,20018047,TURLEY ASSOCIATES                                 
Oxford City Council,Housing and Property,Consultants Fees,D3411,08/12/2015,1022954_1,3396.92,Revenue,20018047,TURLEY ASSOCIATES                                 
Oxford City Council,Housing and Property,Consultants Fees,D3411,08/12/2015,1023434_1,877.5,Revenue,20018047,TURLEY ASSOCIATES                                 
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,22/12/2015,1024020_1,1025,Revenue,20018047,TURLEY ASSOCIATES                                 
Oxford City Council,Housing and Property,Consultants Fees,D3411,22/12/2015,1024029_1,2921.45,Revenue,20018047,TURLEY ASSOCIATES                                 
Oxford City Council,Financial Services,Subscriptions,D3703,22/12/2015,1023920_1,2285.87,Revenue,20018085,INFORM CPI LTD
Oxford City Council,Financial Services,Subscriptions,D3703,22/12/2015,1023920_2,4864.13,Revenue,20018085,INFORM CPI LTD
Oxford City Council,Financial Services,Consultants Fees,D3411,01/12/2015,46287804_1,7000,Revenue,20018085,INFORM CPI LTD
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,22/12/2015,1023334_1,5000,Capital,20018107,PURCELL MILLER TRITTON LLP T/A PURCELL            
Oxford City Council,Regeneration and Major Projects Team,Main Contractor,Y021,22/12/2015,1023481_1,5000,Capital,20018107,PURCELL MILLER TRITTON LLP T/A PURCELL            
Oxford City Council,Direct Services,General Contracted Services,D3401,20/10/2015,47982066_0,732.8,Revenue,20018111,JOHNSONS APPARELMASTER PLC                        
Oxford City Council,Direct Services,General Contracted Services,D3401,15/12/2015,47982867_2,809.64,Revenue,20018111,JOHNSONS APPARELMASTER PLC                        
Oxford City Council,HRA,Gas,B1502,20/10/2015,1021333_1,2008.4,Revenue,20018141,GAZPROM MARKETING & TRADING LTD T/A GAZPROM ENERGY
Oxford City Council,HRA,Main Contractor,Y021,06/10/2015,1021072_1,1530.29,Capital,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,06/10/2015,1021074_1,680.01,Revenue,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,06/10/2015,1021075_1,903.92,Revenue,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,06/10/2015,1021076_1,1187.5,Revenue,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,13/10/2015,1021153_1,680.01,Revenue,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,13/10/2015,1021156_1,852.75,Revenue,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,HRA,Main Contractor,Y021,13/10/2015,1021157_1,1458.17,Capital,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,13/10/2015,1021158_1,2375,Revenue,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,20/10/2015,1021339_1,680.01,Revenue,20018145,GREENACRE RECRUITMENT LTD
Oxford City Council,Housing and Property,Temporary Bureau Staffing,A0108,20/10/2015,1021340_1,1293.45,Revenue,20018145,GREENACRE RECRUITMENT LTD
