Body Name,Organisatonal Unit,Expenditure Category,Expenditure Code,Paid Date,Trans No,Amount,Type,Supplier ID,Supplier Name
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,06/05/2015,46285709_2,50,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,06/05/2015,46285709_3,65,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,06/05/2015,46285709_4,48.75,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,06/05/2015,46285709_5,65,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,06/05/2015,46285709_6,48.75,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,06/05/2015,46285709_7,50,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,06/05/2015,46285709_8,410,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,19/05/2015,46285843_1,412.52,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,19/05/2015,46285843_2,1720.25,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,19/05/2015,46285843_3,22.04,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,19/05/2015,46285843_4,22.04,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,19/05/2015,46285843_5,22.83,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,19/05/2015,46285844_1,50,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,19/05/2015,46285844_2,50,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,19/05/2015,46285844_3,631.4,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,HRA,Water Systems Testing & Sanitary Repairs,B1208,19/05/2015,46285846_1,2178.69,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,HRA,Water Systems Testing & Sanitary Repairs,B1208,19/05/2015,46285846_2,102.17,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,HRA,Water Systems Testing & Sanitary Repairs,B1208,23/06/2015,46286298_1,1359.19,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,HRA,Water Systems Testing & Sanitary Repairs,B1208,23/06/2015,46286298_2,134.77,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,30/06/2015,46286396_1,412.52,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Services Maintenance (Planned),B1103,30/06/2015,46286396_2,1720.25,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,30/06/2015,46286396_3,22.04,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,30/06/2015,46286396_4,22.04,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Housing and Property,Services Maintenance (Planned),B1103,30/06/2015,46286396_5,22.83,Revenue,20013614,SMS ENVIRONMENTAL LIMITED
Oxford City Council,Direct Services,Materials,D3021   ,23/06/2015,60039742_1,695.34,Revenue,20013620,GROUNDSMAN
Oxford City Council,Housing and Property,Consultants Fees,D3411,21/04/2015,1015279_1,20000,Revenue,20013694,SHELTER
Oxford City Council,Business Improvement,Software Maintenance/Running Costs,D3513,14/04/2015,1015185_1,4725,Revenue,20013729,OXFORD INFORMATION LABS LTD
Oxford City Council,Community Services,General Contracted Services,D3401,30/06/2015,1017798_1,4992,Revenue,20013769,FIROKA (OXFORD UNITED STADIUM) LTD
Oxford City Council,Direct Services,General Contracted Services,D3401,16/06/2015,1017326_1,3750,Revenue,20013811,OAKWOOD LANDSCAPING & GROUNDWORK
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,07/04/2015,60036135_1,576,Revenue,20013811,OAKWOOD LANDSCAPING & GROUNDWORK
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036234_0,800,Revenue,20013811,OAKWOOD LANDSCAPING & GROUNDWORK
Oxford City Council,Direct Services,Fuel Purchase (Stock),C2003,02/06/2015,47980201_0,1151.84,Revenue,20013886,RACE INDUSTRIAL (PRODUCTS) LTD
Oxford City Council,Community Services,Consultants Fees,D3411,07/04/2015,1014880_1,800,Revenue,20013928,ROSE HILL NEWS
Oxford City Council,Community Services,Advertising & Publicity,D3802,30/06/2015,1017923_1,630,Revenue,20013928,ROSE HILL NEWS
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036190_0,900,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036191_2,4800,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036192_0,2283.4,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036193_2,2579,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036494_1,3690,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036495_1,2976.37,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036635_1,1000,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036636_1,8589.06,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,21/04/2015,60036909_0,4363.25,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,21/04/2015,60036911_0,3252.7,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,21/04/2015,60036913_0,7837.5,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,28/04/2015,60037310_1,2863.56,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,28/04/2015,60037311_0,1875,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,28/04/2015,60037312_1,1175,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,28/04/2015,60037313_0,1675,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,12/05/2015,60037801_0,1557.25,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,12/05/2015,60037802_1,7000,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,12/05/2015,60037804_1,1952.87,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,12/05/2015,60037805_0,537.24,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,12/05/2015,60037806_1,1800,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,19/05/2015,60038176_1,4755.27,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,19/05/2015,60038177_0,2968.54,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,19/05/2015,60038178_1,3397.84,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038513_0,1525.2,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038520_1,1875,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038521_0,1492.65,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038562_1,6000,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038563_0,5820,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,09/06/2015,60039247_1,9000,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,09/06/2015,60039248_0,6600,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039589_1,650,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039594_0,648.15,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039598_0,1111.15,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039600_0,847.55,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039602_0,1024.52,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039605_1,5970.87,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039607_1,1950,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039609_1,1549.94,Revenue,20013974,TOM GHEE CONSTRUCTION
Oxford City Council,Direct Services,Main Contractor,Y021,07/04/2015,47979592_0,160,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,07/04/2015,47979592_1,469.8,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,07/04/2015,47979592_2,65,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,07/04/2015,47979592_3,93.96,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,07/04/2015,47979610_0,173.96,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,07/04/2015,47979610_1,469.8,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,21/04/2015,47979716_0,173.96,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,21/04/2015,47979716_1,469.8,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,12/05/2015,47979784_0,160,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,12/05/2015,47979784_1,65,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,12/05/2015,47979784_2,1127.52,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,19/05/2015,47980035_1,320,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,19/05/2015,47980035_2,2255.04,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,19/05/2015,47980035_3,3660,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,19/05/2015,47980035_4,2818.8,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,19/05/2015,47980035_5,120,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,19/05/2015,47980035_6,22.5,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,19/05/2015,47980057_1,240,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021,19/05/2015,47980057_2,1691.28,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,19/05/2015,47980059_0,480,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,19/05/2015,47980059_1,130,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,19/05/2015,47980059_2,3382.56,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,16/06/2015,47980374_1,80,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Direct Services,Main Contractor,Y021    ,16/06/2015,47980374_2,563.76,Capital,20014043,CMS SUPATRAK LTD
Oxford City Council,Financial Services,Counsel & External Legal Fees,D3417,27/05/2015,1016231_1,1000,Revenue,20014164,MR TIMOTHY BOSWELL
Oxford City Council,Planning & Regulatory,Consultants Fees,D3411,07/04/2015,1014596_1,9865,Revenue,20014353,AECOM INFRASTRUCTURE & ENVIRONMENT UK LTD
Oxford City Council,Community Services,Grants,D3701,14/04/2015,46285451_1,3000,Revenue,20014355,OPEN DOOR
Oxford City Council,Assistant Chief Executive,Licences (Non-Transport),D3804,28/04/2015,1015180_1,1096.74,Revenue,20014383,SITEIMPROVE LTD
Oxford City Council,Planning & Regulatory,Short Courses,A0622,16/06/2015,1016897_1,650,Revenue,20014403,POS ENTERPRISES LTD
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,06/05/2015,1015495_1,721.1,Revenue,20014410,RAYMOND BROWN WASTE MANAGMENT SOLUTIONS
Oxford City Council,Direct Services,Waste Disposal & Skip Hire,D3420,23/06/2015,1016980_1,1345.46,Revenue,20014410,RAYMOND BROWN WASTE MANAGMENT SOLUTIONS
Oxford City Council,Housing and Property,Books & Publications,D3302,06/05/2015,1015862_1,3000,Revenue,20014414,ONE POINT OH LIMITED
Oxford City Council,Community Services,Advertising & Publicity,D3802,23/06/2015,1017262_1,1225,Revenue,20014414,ONE POINT OH LIMITED
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,19/05/2015,1016274_1,9095,Capital,20014420,C M RAYSON BUILDERS
Oxford City Council,Environmental Development,Grants-Private Persons,Y005,30/06/2015,1017268_1,4215,Capital,20014420,C M RAYSON BUILDERS
Oxford City Council,Direct Services,General Contracted Services,D3401,16/06/2015,1017245_1,6800,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_1,67.55,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_10,4.5,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_11,189.14,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_12,81.05,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_13,364.78,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_14,193.66,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_15,49.54,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_16,855.66,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_17,414.32,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_18,405.3,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_19,477.38,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_2,27.02,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_3,9,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_4,27.02,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_5,189.14,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_6,405.3,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_7,292.72,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_8,13.51,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,21/04/2015,46285533_9,436.8,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_1,83.11,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_10,8.31,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_11,178.7,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_12,74.8,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_13,374.01,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_14,207.79,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_15,58.18,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_16,748.03,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_17,390.64,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_18,403.1,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_19,411.42,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_2,24.93,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_3,20.79,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_4,45.71,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_5,157.92,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_6,299.21,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_7,257.65,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_8,24.93,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Direct Services,General Contracted Services,D3401,27/05/2015,46285934_9,386.5,Revenue,20014436,COBALT TELEPHONE TECHNOLOGIES
Oxford City Council,Community Services,Grants,D3701,02/06/2015,46286010_1,5000,Revenue,20014454,EMMAUS OXFORD (STORE) LIMITED
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,07/04/2015,1014830_1,1400,Revenue,20014469,ADAM FRENCH
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,07/04/2015,1014830_2,1400,Revenue,20014469,ADAM FRENCH
Oxford City Council,Community Services,General Contracted Services,D3401,28/04/2015,1015483_1,1274.1,Revenue,20014469,ADAM FRENCH
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,19/05/2015,1016259_1,2223.71,Revenue,20014469,ADAM FRENCH
Oxford City Council,Community Services,General Contracted Services,D3401,27/05/2015,1016351_1,995,Revenue,20014469,ADAM FRENCH
Oxford City Council,Community Services,Instructors & Coaching Fees,D3413,16/06/2015,1017391_1,5362.83,Revenue,20014469,ADAM FRENCH
Oxford City Council,Community Services,General Contracted Services,D3401,23/06/2015,46286359_1,2998.02,Revenue,20014469,ADAM FRENCH
Oxford City Council,Community Services,General Contracted Services,D3401,23/06/2015,46286360_1,4261.05,Revenue,20014469,ADAM FRENCH
Oxford City Council,Assistant Chief Executive,General Contracted Services,D3401,30/06/2015,46286425_1,4645.03,Revenue,20014469,ADAM FRENCH
Oxford City Council,HRA,Main Contractor,Y021,07/04/2015,48021174_1,21105.93,Capital,20014479,GSR CONTRACTORS
Oxford City Council,HRA,Main Contractor,Y021,19/05/2015,48021219_1,18103.66,Capital,20014479,GSR CONTRACTORS
Oxford City Council,HRA,Main Contractor,Y021,16/06/2015,48021231_1,22174.13,Capital,20014479,GSR CONTRACTORS
Oxford City Council,Community Services,Main Contractor,Y021,23/06/2015,1017472_1,38600.25,Capital,20014492,AGRIPOWER LIMITED SPORTSTURF
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,12/05/2015,46285720_1,1458,Revenue,20014495,GRANDE PROPERTY SERVICES
Oxford City Council,Housing and Property,Homeless Prevention,D3426,30/06/2015,46286383_1,478,Revenue,20014495,GRANDE PROPERTY SERVICES
Oxford City Council,Housing and Property,Homeless Prevention,D3426,30/06/2015,46286383_2,102,Revenue,20014495,GRANDE PROPERTY SERVICES
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,02/06/2015,46286033_1,810.41,Revenue,20014497,HUTTON PARKER
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,02/06/2015,46286036_1,1275,Revenue,20014497,HUTTON PARKER
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,14/04/2015,46285422_1,1040,Revenue,20014562,NBC SOUTHVIEW  BIRD & PEST SOLUTIONS LTD
Oxford City Council,Housing and Property,Reactive Maintenance & Minor Repairs,B1101,21/04/2015,46285512_1,600,Revenue,20014562,NBC SOUTHVIEW  BIRD & PEST SOLUTIONS LTD
Oxford City Council,Planning & Regulatory,General Contracted Services,D3401,19/05/2015,1015915_1,3993,Revenue,20014630,THE NEWMAN TRUST
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039576_0,533.5,Revenue,20014676,KENNINGTON FLOORING LTD
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,16/06/2015,60039577_1,533.5,Revenue,20014676,KENNINGTON FLOORING LTD
Oxford City Council,Planning & Regulatory,Staff Advertising,A0702,27/05/2015,1016335_1,950,Revenue,20014693,REDACTIVE MEDIA SALES LIMITED
Oxford City Council,Planning & Regulatory,Staff Advertising,A0702,30/06/2015,1017788_1,950,Revenue,20014693,REDACTIVE MEDIA SALES LIMITED
Oxford City Council,Financial Services,Staff Advertising,A0702,30/06/2015,1017789_1,1340,Revenue,20014693,REDACTIVE MEDIA SALES LIMITED
Oxford City Council,Business Improvement,CRM Database,D3514,02/06/2015,1016737_1,51807,Revenue,20014697,KANA SOFTWARE IRELAND LTD
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/05/2015,46285941_1,2124,Revenue,20014702,PREMIER LETTING
Oxford City Council,Housing and Property,Rent Allowance Cheques (Home Choice),F5033,27/05/2015,46285942_1,1232.76,Revenue,20014702,PREMIER LETTING
Oxford City Council,HRA,Concierge & CCTV,D3507,02/06/2015,1016190_1,8002.5,Revenue,20014714,BRITISH TELECOMMUNICATIONS PLC
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036207_2,501.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036215_2,567.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036245_2,759,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111,14/04/2015,60036246_0,1115.4,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,28/04/2015,60037314_1,664.4,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,06/05/2015,60037477_1,528,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038450_1,627,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,27/05/2015,60038552_1,677.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,02/06/2015,60038754_0,1214.4,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,02/06/2015,60038755_1,830,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,02/06/2015,60038771_1,585.2,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,02/06/2015,60038776_0,710.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,02/06/2015,60038777_1,627,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,09/06/2015,60039240_0,501.6,Revenue,20014739,MULTI-FLOORS LIMITED
Oxford City Council,Direct Services,Direct Services Sub Contractors,B1111   ,23/06/2015,60039709_0,585.2,Revenue,20014739,MULTI-FLOORS LIMITED
